HeritageItemID,SchoolName,HeritageTypeName,HeritageGroupName,EndorsedSignificance,ListingNumber,AreaHectares,AboriginalAreaName,Suburb,Address,LocalGovtAreaName,StreetNumber,StreetName
5066498,Callaghan College - Jesmond Campus - Building B00O,Built,,0,6,11.11,Awabakal,Jesmond,24 Janet Street Jesmond 2299,Newcastle,24,Janet Street
5065646,Cammeray Public School - Building B00A,Built,,1,5,1.154986,Eora,Cammeray,66 Palmer Street Cammeray 2062,North Sydney,66,Palmer Street
5065647,North Sydney Girls High School - Building B00B,Built,,1,5,1.571082,Eora,Crows Nest,365 Pacific Highway Crows Nest 2065,North Sydney,365,Pacific Highway
5065648,"North Sydney Boys High School - Buildings B00B, B00D and B00G",Built,,1,5,2.2193,Eora,North Sydney,127 Falcon Street North Sydney 2060,North Sydney,127,Falcon Street
5065650,Neutral Bay Public School - Buildings B00A and B00B,Built,,1,5,0.69222,Eora,Neutral Bay,175 Ben Boyd Road Neutral Bay 2089,North Sydney,175,Ben Boyd Road
5065652,"North Sydney Public School - Buildings B00A, B00D and B00F, Gates and Period Fence",Built,,1,5,1.9297,Eora,North Sydney,Pacific Highway North Sydney 2060,North Sydney,,Pacific Highway
5065653,Cammeraygal High School - Building B00A,Built,,1,5,0.626,Eora,North Sydney,194 Pacific Highway North Sydney 2060,North Sydney,194,Pacific Highway
5065654,Cammeray Public School,Complex / Group,Education,1,6,1.15557,Eora,Cammeray,66 Palmer Street Cammeray 2062,North Sydney,66,Palmer Street
5065656,North Sydney Boys High School,Complex / Group,Education,1,6,0.1483,Eora,North Sydney,127 Falcon Street North Sydney 2060,North Sydney,127,Falcon Street
5065657,North Sydney Girls High School,Complex / Group,Education,1,6,1.58025,Eora,Crows Nest,365 Pacific Highway Crows Nest 2065,North Sydney,365,Pacific Highway
5065659,Oberon Public School - Building B00N,Built,,1,5,2.155,Wiradjuri,Oberon,11-19 Dart Street Oberon 2787,Oberon,Nov-19,Dart Street
5065660,Orange East Public School - Buildings B004 and B005,Built,,1,5,1.56101,Wiradjuri,Orange,46-56 Nile Street Orange 2800,Orange,46-56,Nile Street
5065661,Canobolas Public School - Building B00A,Built,,1,5,0.8094,Wiradjuri,Canobolas,386 Canobolas Road Canobolas 2800,Orange,386,Canobolas Road
5065662,Orange Public School - Buildings B00C-B00E,Built,,1,5,1.758,Wiradjuri,Orange,78 Kite Street Orange 2800,Orange,78,Kite Street
5065663,Spring Hill Public School - Building B00A,Built,,1,5,2.023,Wiradjuri,Spring Hill,2 Seaton Street Spring Hill 2800,Orange,2,Seaton Street
5065664,Orange Public School,Complex / Group,Education,1,6,1.758,Wiradjuri,Orange,78 Kite Street Orange 2800,Orange,78,Kite Street
5065665,Spring Hill Public School,Complex / Group,Education,1,6,2.023,Wiradjuri,Spring Hill,2 Seaton Street Spring Hill 2800,Orange,2,Seaton Street
5065666,Braidwood Central School - Buildings B00A and B00G,Built,,3,5,0.61262,Walbanga,Braidwood,9 Wilson Street Braidwood 2622,Palerang,9,Wilson Street
5065667,Bungendore Public School - Buildings B00A and B00G,Built,,1,5,0.8094,Ngunawal,Bungendore,59-65 Gibraltar Street Bungendore 2621,Palerang,59-65,Gibraltar Street
5065668,Captains Flat Public School - Buildings B00A and B00B,Built,,1,5,0.4654,Ngarigu,Captains Flat,14 Montgomery Street Captains Flat 2621,Palerang,14,Montgomery Street
5065669,Braidwood Central School,Complex / Group,Education,3,6,2.26162,Walbanga,Braidwood,9 Wilson Street Braidwood 2622,Palerang,9,Wilson Street
5065670,"Carlingford Public School - Buildings B00A, B00B, B00D, B00E, B00G, B00H, B00L and B00O",Built,,1,5,3.4806,Dharug,Carlingford,5 Rickard Street Carlingford 2118,Parramatta,5,Rickard Street
5065671,Granville Boys High School - Building B00A and Significant Trees,Built,,1,5,1.267,Dharug,Granville,10 Mary Street Granville 2142,Parramatta,10,Mary Street
5065672,"Granville Public School - Buildings B00B, B00C and B00H",Built,,1,5,2.0167,Dharug,Granville,13 William Street Granville 2142,Parramatta,13,William Street
5065673,Granville South Public School - Building B00A,Built,,1,5,1.9362,Dharug,Guildford,276 Woodville Road Guildford 2161,Parramatta,276,Woodville Road
5065674,"Toongabbie Public School - Buildings B00A, B00D, B00E, B00F and B00J",Built,,1,5,2.4282,Dharug,Old Toongabbie,59 Fitzwilliam Road Old Toongabbie 2146,Parramatta,59,Fitzwilliam Road
5065675,Arthur Phillip High School - Period Wall,Built,,1,5,0.1707,Dharug,Parramatta,80-100 Macquarie Street Parramatta 2150,Parramatta,80-100,Macquarie Street
5065676,"Arthur Phillip High School - Building B00B, B00C and Archaeology",Built,,1,5,0.50018,Dharug,Parramatta,175 Macquarie Street Parramatta 2150,Parramatta,175,Macquarie Street
5065677,"Bayanami Public School - Buildings B001-B004, Grounds and Archaeology",Built,,3,5,2.4629,Dharug,Parramatta,3 Marist Place Parramatta 2150,Parramatta,3,Marist Place
5065678,"Macarthur Girls High School - Building B00A and B00E, Period Gates, Archaeology and Landscaping",Built,,1,5,5.0694,Dharug,Parramatta,9 Thomas Street Parramatta 2150,Parramatta,9,Thomas Street
5065679,"Rosehill Public School - Buildings B001, B002, B005 and B008",Built,,1,5,2.2341,Dharug,Rosehill,22 Prospect Street Rosehill 2142,Parramatta,22,Prospect Street
5065680,Macarthur Girls High School - Archaeology,Archaeological-Terrestrial,,1,5,5.0694,Dharug,Parramatta,9 Thomas Street Parramatta 2150,Parramatta,9,Thomas Street
5065681,Granville Boys High School,Complex / Group,Education,1,6,1.267,Dharug,Granville,10 Mary Street Granville 2142,Parramatta,10,Mary Street
5065682,Granville Public School,Complex / Group,Education,1,6,2.0167,Dharug,Granville,13 William Street Granville 2142,Parramatta,13,William Street
5065683,Kingswood Public School - Building B00B,Built,,1,5,4.204,Dharug,Kingswood,46-54 Second Avenue Kingswood 2747,Penrith,46-54,Second Avenue
5065684,Llandilo Public School - Building B00F,Built,,1,5,1.012,Dharug,Llandilo,222 Seventh Avenue Llandilo 2747,Penrith,222,Seventh Avenue
5065685,Penrith Administrative Office - Building B00M,Built,,1,5,0.1372,Dharug,Penrith,57 Henry Street Penrith 2750,Penrith,57,Henry Street
5065686,Penrith Public School - Building B00A and Significant Trees,Built,,1,5,0.32813,Dharug,Penrith,194 High Street Penrith 2750,Penrith,194,High Street
5065687,Regentville Public School - Buildings B00A and B00K and Landscape,Built,,1,5,0.8094,Dharug,Regentville,32-34 School House Road Regentville 2745,Penrith,32-34,School House Road
5065688,"St Marys Public School - Building B00G, Residence, Grounds and Significant Trees",Built,,1,5,3.7005,Dharug,St Marys,2-6 Princess Mary Street St Marys 2760,Penrith,2-Jun,Princess Mary Street
5065689,Wallacia Public School - Building B00B and B00D,Built,,1,5,1.534,Dharug,Wallacia,1573-1585 Mulgoa Road Wallacia 2745,Penrith,1573-1585,Mulgoa Road
5065690,Newport Public School - Bell and Foundation Stone,Built,,1,5,0.8397,Eora,Newport,25 Queens Parade Newport 2106,Pittwater,25,Queens Parade
5065691,Newport Public School - Significant Tree,Built,,1,5,0.8397,Eora,Newport,25 Queens Parade Newport 2106,Pittwater,25,Queens Parade
5065692,Newport Public School - Significant Tree,Built,,1,5,0.8397,Eora,Newport,25 Queens Parade Newport 2106,Pittwater,25,Queens Parade
5065693,Narrabeen North Public School - Buildings B00A and B00B,Built,,1,5,2.375,Eora,Narrabeen,6 Namona Street Narrabeen 2101,Pittwater,6,Namona Street
5065694,Beechwood Public School - Buildings B00B and B00H,Built,,1,5,1.472,Birpai,Beechwood,614 Beechwood Road Beechwood 2446,Port Macquarie-Hastings,614,Beechwood Road
5065695,Kendall Public School - Building B00A,Built,,1,5,0.8094,Birpai,Kendall,8 Logans Crossing Road Kendall 2439,Port Macquarie-Hastings,8,Logans Crossing Road
5065697,Wauchope Public School - Buildings B006 and Significant Trees,Built,,1,5,1.74,Birpai,Wauchope,2 Waugh Street Wauchope 2446,Port Macquarie-Hastings,2,Waugh Street
5065698,Port Macquarie Public School - Archaeology,Archaeological-Terrestrial,,1,5,2.36878,Birpai,Port Macquarie,1-13 Grant Street Port Macquarie 2444,Port Macquarie-Hastings,Jan-13,Grant Street
5065699,"Hinton Public School - Buildings B00A, B00D, B00E and Memorial Gates",Built,,1,5,0.6604,Awabakal,Hinton,20 Paterson Street Hinton 2321,Port Stephens,20,Paterson Street
5065701,Raymond Terrace Public School - Building B00C and Movable Item,Built,,1,5,3.50154,Awabakal,Raymond Terrace,154A Adelaide Street Raymond Terrace 2324,Port Stephens,154A,Adelaide Street
5065702,Iona Public School - Archaeology,Archaeological-Terrestrial,,1,5,0.607,Awabakal,Woodville,848 Paterson Road Woodville 2321,Port Stephens,848,Paterson Road
5065703,Hinton Public School,Complex / Group,Education,1,6,0.90383,Awabakal,Hinton,20 Paterson Street Hinton 2321,Port Stephens,20,Paterson Street
5065704,Raymond Terrace Public School,Complex / Group,Education,1,6,1.212,Awabakal,Raymond Terrace,154A Adelaide Street Raymond Terrace 2324,Port Stephens,154A,Adelaide Street
5065705,Queanbeyan Public School - Building B00I,Built,,1,5,0.8094,Ngunawal,Queanbeyan,21 Isabella Street Queanbeyan 2620,Queanbeyan,21,Isabella Street
5065706,Queanbeyan Public School,Complex / Group,Education,1,6,2.90024,Ngunawal,Queanbeyan,21 Isabella Street Queanbeyan 2620,Queanbeyan,21,Isabella Street
5065707,Coogee Public School - Buildings B00A and B00B,Built,,1,5,0.8113,Eora,Coogee,107-121E Coogee Bay Road Coogee 2034,Randwick,107-121E,Coogee Bay Road
5065708,Kensington Public School - Buildings B001 and B005,Built,,1,5,0.7133,Eora,Kensington,77-79 Doncaster Avenue Kensington 2033,Randwick,77-79,Doncaster Avenue
5065710,Malabar Public School - Building B00A,Built,,1,5,1.012,Eora,Malabar,231-239 Franklin Street Malabar 2036,Randwick,231-239,Franklin Street
5065711,"Randwick Public School - Buildings B00A, B00B, B00D and B00I",Built,,1,5,2.240286,Eora,Randwick,62-88 Avoca Street Randwick 2031,Randwick,62-88,Avoca Street
5065712,Rainbow Street Public School - Building B00A,Built,,1,5,1.803,Eora,Randwick,90-98E Rainbow Street Randwick 2031,Randwick,90-98E,Rainbow Street
5066018,Centennial Park School and Randwick Public School,Complex / Group,Education,1,6,2.240286,Eora,Randwick,62-88 Avoca Street Randwick 2031,Randwick,62-88,Avoca Street
5067114,Centennial Park School - Building B002,Built,,0,6,,Eora,Randwick,62-88 Avoca Street Randwick 2031,Randwick,62-88,Avoca Street
5065713,Casino Public School - Buildings B00A-B00C,Built,,1,5,1.647525,Bundjalung,Casino,31A Walker Street Casino 2470,Richmond Valley,31A,Walker Street
5065714,Coraki Public School - Buildings B00A and B00B,Built,,1,5,0.8574,Bundjalung,Coraki,48-52 Adams Street Coraki 2471,Richmond Valley,48-52,Adams Street
5065715,Evans River Community School - Movable Item,Movable / Collection,,1,5,9.896,Bundjalung,Evans Head,97-115 Woodburn Street Evans Head 2473,Richmond Valley,97-115,Woodburn Street
5065716,Woodburn Central School - Building B00I,Built,,1,5,0.2023,Bundjalung,Woodburn,20-34 Woodburn Street Woodburn 2472,Richmond Valley,20-34,Woodburn Street
5065717,"Arncliffe Public School - Buildings B00A-B00D and B00F-B00I, Significant Trees and Movable Item",Built,,1,5,1.6043,Tharawal,Arncliffe,168-170 Princes Highway Arncliffe 2205,Rockdale,168-170,Princes Highway
5065718,Bexley Public School - Buildings B00A and B00B,Built,,1,5,1.471,Tharawal,Bexley,330 Forest Road Bexley 2207,Rockdale,330,Forest Road
5065719,Brighton-Le- Sands Public School - Buildings B00A and B00B,Built,,1,5,3.446,Eora,Brighton-Le-Sands,35 Crawford Road Brighton-Le-Sands 2216,Rockdale,35,Crawford Road
5065720,Rockdale Public School - Buildings B00B and B00D,Built,,1,5,0.731287,Tharawal,Rockdale,2 Pitt Street Rockdale 2216,Rockdale,2,Pitt Street
5065721,"Cairnsfoot School - Buildings B00A and B00B, Grounds and Significant Trees",Built,,3,5,0.7917,Dhawa,Turrella,18 Loftus Street Turrella 2205,Rockdale,18,Loftus Street
5065722,Field of Mars  Environmental Education Centre - Curtilage,Landscape,,1,5,0.1883,Eora,East Ryde,Westminster Road East Ryde 2113,Ryde,,Westminster Road
5065723,"Gladesville Public School - Buildings B00A, B00B and B00D",Built,,1,5,2.58101,Eora,Gladesville,172-180 Victoria Road Gladesville 2111,Ryde,172-180,Victoria Road
5065724,"North Ryde Public School - Building B00J, B00M and B00N",Built,,1,5,3.593835,Eora,North Ryde,154 Coxs Road North Ryde 2113,Ryde,154,Coxs Road
5065725,Ryde Public School - Buildings B00A and B00C,Built,,1,5,3.331,Eora,Ryde,2 Tucker Street Ryde 2112,Ryde,2,Tucker Street
5065726,Ermington Public School - Buildings B00K and B00O,Built,,1,5,0.79293,Eora,West Ryde,14 Winbourne Street West Ryde 2114,Ryde,14,Winbourne Street
5065727,Gladesville Public School,Complex / Group,Education,1,6,0.06928,Eora,Gladesville,172-180 Victoria Road Gladesville 2111,Ryde,172-180,Victoria Road
5067136,Eastwood Public School - Buildings B00A-B00C and B00O,Built,,0,6,1.30646,Eora,Eastwood,212 Rowe Street Eastwood 2122,Ryde,212,Rowe Street
5065728,Mount Terry Public School - Significant Tree,Landscape,,1,5,3.053,Tharawal,Albion Park,175 Ashburton Drive Albion Park 2527,Shellharbour,175,Ashburton Drive
5065729,Albion Park Public School - Buildings B00B and B00H,Built,,1,5,1.619,Tharawal,Albion Park,Tongarra Road Albion Park 2527,Shellharbour,,Tongarra Road
5065730,Shellharbour Public School - Building B00E and Significant Tree,Built,,1,5,2.5515,Tharawal,Shellharbour,51-53 Mary Street Shellharbour 2529,Shellharbour,51-53,Mary Street
5065731,Berry Public School - Building B00D and Significant Trees,Built,,1,5,0.6771,Tharawal,Berry,1 Clarence Street Berry 2535,Shoalhaven,1,Clarence Street
5065733,Falls Creek Public School - Buildings B00A and B00E,Built,,1,5,4.0464,Tharawal,Falls Creek,26 Vidler Road Falls Creek 2540,Shoalhaven,26,Vidler Road
5065734,Greenwell Point Public School - Building B00D,Built,,1,5,1.012,Tharawal,Greenwell Point,75 Greenwell Point Road Greenwell Point 2540,Shoalhaven,75,Greenwell Point Road
5065735,Kangaroo Valley Public School - Building B00A,Built,,1,5,1.4037,Tharawal,Kangaroo Valley,140 Moss Vale Road Kangaroo Valley 2577,Shoalhaven,140,Moss Vale Road
5065736,Milton Public School - Buildings B00A and B00Q,Built,,1,5,4.042,Dhurga,Milton,Thomas Street Milton 2538,Shoalhaven,,Thomas Street
5065737,Nowra Public School - Building B00A and Grounds,Built,,1,5,0.7023,Tharawal,Nowra,74 Plunkett Street Nowra 2541,Shoalhaven,74,Plunkett Street
5065738,Nowra Public School - Building B00H,Built,,1,5,0.1062,Tharawal,Nowra,74 Plunkett Street Nowra 2541,Shoalhaven,74,Plunkett Street
5065739,"Terara Public School - Buildings B00A, B00C and B00E; Grounds and Significant Trees",Built,,1,5,0.8094,Tharawal,Terara,20 Millbank Road Terara 2540,Shoalhaven,20,Millbank Road
5065740,Tomerong Public School - Building B00A,Built,,1,5,0.4047,Tharawal,Tomerong,359 Hawken Road Tomerong 2540,Shoalhaven,359,Hawken Road
5065741,Ulladulla Public School - Building B00A,Built,,1,5,0.8094,Dhurga,Ulladulla,241 Green Street Ulladulla 2539,Shoalhaven,241,Green Street
5065742,Nowra Public School,Complex / Group,Education,1,6,0.8085,Tharawal,Nowra,74 Plunkett Street Nowra 2541,Shoalhaven,74,Plunkett Street
5066373,Kangaroo Valley Public School - Building B00D,Built,,1,5,0.1012,Tharawal,Kangaroo Valley,140 Moss Vale Road Kangaroo Valley 2577,Shoalhaven,140,Moss Vale Road
5065743,"Jerrys Plains Public School - Buildings B00A, B00B and B00I",Built,,1,5,0.8094,Wanaruah,Jerrys Plains,27-31 Doyle Street Jerrys Plains 2330,Singleton,27-31,Doyle Street
5065744,Singleton Public School - Buildings B00A-B00C and B00F,Built,,1,5,0.8214,Wanaruah,Singleton,12 Hunter Street Singleton 2330,Singleton,12,Hunter Street
5065745,"Singleton High School - Buildings B00C, B00F and B00G",Built,,1,5,1.34,Wanaruah,Singleton,75-81 York Street Singleton 2330,Singleton,75-81,York Street
5065746,King Street Public School,Complex / Group,Education,1,6,0.2162,Wanaruah,Singleton,8A King Street Singleton 2330,Singleton,8A,King Street
5065747,Singleton High School,Complex / Group,Education,1,6,1.34,Wanaruah,Singleton,75-81 York Street Singleton 2330,Singleton,75-81,York Street
5065748,Singleton Public School,Complex / Group,Education,1,6,1.764332,Wanaruah,Singleton,12 Hunter Street Singleton 2330,Singleton,12,Hunter Street
5065749,Jerrys Plains Public School,Complex / Group,Education,1,6,1.1147,Wanaruah,Jerrys Plains,27-31 Doyle Street Jerrys Plains 2330,Singleton,27-31,Doyle Street
5065750,Jerrys Plains Public School - Playing Fields,Complex / Group,Education,1,6,0.6069,Wanaruah,Jerrys Plains,32 Doyle Street Jerrys Plains 2330,Singleton,32,Doyle Street
5065751,Adaminaby Public School - Building B00C and Significant Trees,Built,,1,5,2.023,Ngarigu,Adaminaby,11 Cosgrove Street Adaminaby 2630,Snowy River,11,Cosgrove Street
5065752,"Berridale Public School - Buildings B00A, B00B and B00G",Built,,1,5,2.364,Ngarigu,Berridale,28 Oliver Street Berridale 2628,Snowy River,28,Oliver Street
5065753,Dalgety Public School - Buildings B00A and B00B,Built,,1,5,0.8094,Ngarigu,Dalgety,19 Hamilton Street Dalgety 2630,Snowy River,19,Hamilton Street
5065754,Adaminaby Public School,Complex / Group,Education,1,6,2.023,Ngarigu,Adaminaby,11 Cosgrove Street Adaminaby 2630,Snowy River,11,Cosgrove Street
5065755,Dalgety Public School,Complex / Group,Education,1,6,0.8094,Ngarigu,Dalgety,19 Hamilton Street Dalgety 2630,Snowy River,19,Hamilton Street
5065756,Homebush Boys High School - Building B00A and Significant Trees,Built,,1,5,3.06386,Dharug,Homebush,29-37 Bridge Road Homebush 2140,Strathfield,29-37,Bridge Road
5065757,Homebush Public School - Buildings B00D and B00E,Built,,1,5,0.87514,Dharug,Homebush,26 The Crescent Homebush 2140,Strathfield,26,The Crescent
5065758,Homebush West Public School - Building B00A,Built,,1,5,0.8107,Dharug,Homebush,20 Exeter Road Homebush 2140,Strathfield,20,Exeter Road
5065759,Homebush West Public School - Former Church,Built,,1,5,0.0938,Dharug,Homebush,11 Hornsby Road Homebush 2140,Strathfield,11,Hornsby Road
5065760,Strathfield Adminstrative Office - Buildings B001 and B004 and Landscape,Built,,1,5,0.379,Dharug,Strathfield,65-69 Albert Road Strathfield 2135,Strathfield,65-69,Albert Road
5065761,"Strathfield South Public School - Buildings B00A, B00B, B00J, B00P and Significant Trees",Built,,1,5,1.176,Dharug,Strathfield,457 Liverpool Road Strathfield 2135,Strathfield,457,Liverpool Road
5065762,Strathfield Adminstrative Office,Complex / Group,Education,1,6,0.379,Dharug,Strathfield,65-69 Albert Road Strathfield 2135,Strathfield,65-69,Albert Road
5065763,Marie Bashir Public School,Complex / Group,Education,1,6,0.1179,Dharug,Strathfield,149-161 Albert Road Strathfield 2135,Strathfield,149-161,Albert Road
5065764,Bundeena Public School - Significant Trees,Landscape,,1,5,2.022,Dhawa,Bundeena,48R Scarborough Street Bundeena 2230,Sutherland,48R,Scarborough Street
5065765,Cronulla Public School - Buildings B00A and Grounds,Built,,1,5,1.89653,Dhawa,Cronulla,20-24 Burraneer Bay Road Cronulla 2230,Sutherland,20-24,Burraneer Bay Road
5065766,Cronulla Public School - Significant Trees,Landscape,,1,5,1.428,Dhawa,Cronulla,20-24 Burraneer Bay Road Cronulla 2230,Sutherland,20-24,Burraneer Bay Road
5065769,Gymea Technology High School - Significant Trees,Landscape,,1,5,5.593,Dhawa,Gymea,490-492 Princes Highway Gymea 2227,Sutherland,490-492,Princes Highway
5065770,Botany Bay Environmental Education Centre,Landscape,,3,5,,Dhawa,Kurnell,2 Polo Street Kurnell 2231,Sutherland,2,Polo Street
5065772,Sutherland Public School - Building B00A,Built,,1,5,0.6735,Dhawa,Sutherland,38-54 Eton Street Sutherland 2232,Sutherland,38-54,Eton Street
5065773,Sutherland Public School - Building B00B and Grounds,Built,,1,5,0.6692,Dhawa,Sutherland,38-54 Eton Street Sutherland 2232,Sutherland,38-54,Eton Street
5065774,Sylvania Public School - Building B00B,Built,,1,5,0.32743,Dhawa,Sylvania,46 Princes Highway Sylvania 2224,Sutherland,46,Princes Highway
5065777,Royal National Park Environmental Education Centre,Landscape,,3,6,,Dhawa,Audley,159 Farnell Avenue Audley 2232,Sutherland,159,Farnell Avenue
5065778,"Darlinghurst Public School - Buildings B00A-B00E, Period Fencing and Landscape",Built,,1,5,0.5962,Eora,Darlinghurst,350 Liverpool Street Darlinghurst 2010,Sydney,350,Liverpool Street
5065779,Erskineville Public School - Buildings B00B and B00C,Built,,1,5,0.93785,Eora,Erskineville,13 Swanson Street Erskineville 2043,Sydney,13,Swanson Street
5065780,"Forest Lodge Public School - Buildings B00A and B00C, Period Wall, Period Entrance Gate and Grounds",Built,,1,5,0.568292,Eora,Forest Lodge,231-233 Bridge Road Forest Lodge 2037,Sydney,231-233,Bridge Road
5065781,Glebe Public School - Buildings B00A-B00D and Memorial,Built,,1,5,0.4864,Eora,Glebe,9-11 Derwent Street Glebe 2037,Sydney,9-Nov,Derwent Street
5065782,"Fort Street Public School - Building B00A, Grounds and Significant Trees",Built,,3,5,0.36985,Eora,Millers Point,10 Upper Fort Street Millers Point 2000,Sydney,10,Upper Fort Street
5065783,Sydney Boys High School - Building B00A and Grounds,Built,,1,5,3.61,Eora,Moore Park,556 Cleveland Street Moore Park 1363,Sydney,556,Cleveland Street
5065784,Sydney Girls High School - Building B00A and Grounds,Built,,1,5,2.247,Eora,Moore Park,560 Cleveland Street Moore Park 1363,Sydney,560,Cleveland Street
5065785,"Newtown North Public School - Building B00A, Fencing and Grounds",Built,,1,5,0.6531,Eora,Newtown,70 Carillon Avenue Newtown 2042,Sydney,70,Carillon Avenue
5065786,"Newtown High School of the Performing Arts - Building B00A, Memorial and Grounds",Built,,1,5,0.4259,Eora,Newtown,352-358 King Street Newtown 2042,Sydney,352-358,King Street
5065787,Newtown High School of the Performing Arts - Building B00H,Built,,1,5,0.1712,Eora,Newtown,352 King Street Newtown 2042,Sydney,352,King Street
5065788,Paddington Public School - Buildings B00A-B00C and Grounds,Built,,1,5,0.43997,Eora,Paddington,421 Oxford Street Paddington 2021,Sydney,421,Oxford Street
5065789,Gardeners Road Public School - Buildings B00A-B00D and Grounds,Built,,1,5,2.195,Eora,Rosebery,827 Botany Road Rosebery 2018,Sydney,827,Botany Road
5065790,"Bourke Street Public School - Buildings B00A and B00B, Fencing and Grounds; Air Raid Shelters (Archaeology)",Built,,1,5,0.58695,Eora,Surry Hills,590-614 Bourke Street Surry Hills 2010,Sydney,590-614,Bourke Street
5065791,"Inner Sydney High School - Buildings B001-B003, Period Fencing and Grounds",Built,,1,5,0.5645,Eora,Surry Hills,244 Cleveland Street Surry Hills 2010,Sydney,244,Cleveland Street
5065792,"Crown Street Public School - Buildings B00A-B00D, Period Fencing and Grounds",Built,,3,5,0.62216,Eora,Surry Hills,356 Crown Street Surry Hills 2010,Sydney,356,Crown Street
5065793,Sydney Distance Education Public School - Buildings B00A and B00B and Period Fencing,Built,,1,5,0.1076,Eora,Surry Hills,376-386 Riley Street Surry Hills 2010,Sydney,376-386,Riley Street
5065794,Conservatorium High School,Built,,3,5,0.4004,Eora,Sydney,1 Conservatorium Road Sydney 2000,Sydney,1,Conservatorium Road
5065795,Yudi Gunyi School - Buildings B00A and B00B and Landscaping,Built,,1,5,0.7593,Eora,Waterloo,237-271 Botany Road Waterloo 2017,Sydney,237-271,Botany Road
5065796,Sydney Distance Education High School - Building B00F,Built,,1,5,0.012,Eora,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,38-68,Forbes Street
5065797,Sydney Distance Education High School - Building B00E,Built,,1,5,0.015,Eora,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,38-68,Forbes Street
5065798,Sydney Distance Education High School - Building B00A,Built,,1,5,0.0135,Eora,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,38-68,Forbes Street
5065799,Sydney Distance Education High School - Building B00A,Built,,1,5,0.0135,Eora,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,38-68,Forbes Street
5065800,Alexandria Park Community High School,Complex / Group,Education,1,6,0.6512,Eora,Alexandria,57-77 Mitchell Road Alexandria 2015,Sydney,57-77,Mitchell Road
5065801,Darlinghurst Public School,Complex / Group,Education,1,6,0.5962,Eora,Darlinghurst,350 Liverpool Street Darlinghurst 2010,Sydney,350,Liverpool Street
5065803,Erskineville Public School,Complex / Group,Education,1,6,0.5962,Eora,Erskineville,13 Swanson Street Erskineville 2043,Sydney,13,Swanson Street
5065804,Glebe Public School,Complex / Group,Education,1,6,0.4864,Eora,Glebe,9-11 Derwent Street Glebe 2037,Sydney,9-Nov,Derwent Street
5065805,Sydney Secondary College - Blackwattle - Car Park,Complex / Group,Education,1,6,0.14862,Eora,Glebe,2-40 Taylor Street Glebe 2037,Sydney,Feb-40,Taylor Street
5065806,Forest Lodge Public School,Complex / Group,Education,1,6,0.568292,Eora,Forest Lodge,231-233 Bridge Road Forest Lodge 2037,Sydney,231-233,Bridge Road
5065807,Fort Street Public School,Complex / Group,Education,3,6,0.44542,Eora,Millers Point,10 Upper Fort Street Millers Point 2000,Sydney,10,Upper Fort Street
5065808,Observatory Hill Environmental Education Centre,Complex / Group,Education,3,6,0.1738,Eora,Millers Point,10 Upper Fort Street Millers Point 2000,Sydney,10,Upper Fort Street
5065809,Sydney Boys High School,Complex / Group,Education,1,6,,Eora,Moore Park,556 Cleveland Street Moore Park 1363,Sydney,556,Cleveland Street
5065810,Sydney Girls High School,Complex / Group,Education,1,6,5.857,Eora,Moore Park,560 Cleveland Street Moore Park 1363,Sydney,560,Cleveland Street
5065811,Newtown Public School,Complex / Group,Education,1,6,0.6173,Eora,Newtown,352-358 King Street Newtown 2042,Sydney,352-358,King Street
5065812,Newtown High School of the Performing Arts,Complex / Group,Education,1,6,0.8426,Eora,Newtown,352-358 King Street Newtown 2042,Sydney,352-358,King Street
5065813,Paddington Public School,Complex / Group,Education,1,6,0.43997,Eora,Paddington,421 Oxford Street Paddington 2021,Sydney,421,Oxford Street
5065814,Crown Street Public School,Complex / Group,Education,1,6,0.62216,Eora,Surry Hills,356 Crown Street Surry Hills 2010,Sydney,356,Crown Street
5065815,Bourke Street Public School,Complex / Group,Education,1,6,0.58695,Eora,Surry Hills,590-614 Bourke Street Surry Hills 2010,Sydney,590-614,Bourke Street
5065816,Sydney Distance Education Public School,Complex / Group,Education,1,6,0.1076,Eora,Surry Hills,376-386 Riley Street Surry Hills 2010,Sydney,376-386,Riley Street
5065817,Plunkett Street Public School,Complex / Group,Education,1,6,0.7917,Eora,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,38-68,Forbes Street
5065818,Sydney Distance Education High School,Complex / Group,Education,1,6,,Eora,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,38-68,Forbes Street
5065819,Fort Street Public School - Bureau of Meteorology,Built,,3,5,0.02608,Eora,Millers Point,9 Upper Fort Street Millers Point 2000,Sydney,9,Upper Fort Street
5065820,Fort Street Public School - Messengers Cottage,Built,,3,5,0.04949,Eora,Millers Point,9A Upper Fort Street Millers Point 2000,Sydney,9A,Upper Fort Street
5065821,"Barraba Central School - Buildings B001, B002 and B004",Built,,1,5,0.9475,Gamilaroi,Barraba,Gotha Street Barraba 2347,Tamworth Regional,,Gotha Street
