HeritageItemID,SchoolName,HeritageTypeName,EndorsedSignificance,Suburb,Address,LocalGovtAreaName,ItemName,Latitude,Longitude,,,,
5066018,Centennial Park School and Randwick Public School,Complex / Group,1,Randwick,62-88 Avoca Street Randwick 2031,Randwick,,,,,,,
5067114,Centennial Park School,Built,0,Randwick,62-88 Avoca Street Randwick 2031,Randwick,Building B002,-33.910564,151.243184,,,,
5065713,Casino Public School,Built,1,Casino,31A Walker Street Casino 2470,Richmond Valley,Buildings B00A-B00C,-28.867384,153.048053,,,,
5065714,Coraki Public School,Built,1,Coraki,48-52 Adams Street Coraki 2471,Richmond Valley,Buildings B00A and B00B,-28.992589,153.282641,,,,
5065715,Evans River Community School,Movable / Collection,1,Evans Head,97-115 Woodburn Street Evans Head 2473,Richmond Valley,Movable Item,-29.113492,153.424683,,,,
5065716,Woodburn Central School,Built,1,Woodburn,20-34 Woodburn Street Woodburn 2472,Richmond Valley,Building B00I,,,,,,
5065717,Arncliffe Public School,Built,1,Arncliffe,168-170 Princes Highway Arncliffe 2205,Rockdale,"Buildings B00A-B00D and B00F-B00I, Significant Trees and Movable Item",-33.94054,151.14755,,,,
5065718,Bexley Public School,Built,1,Bexley,330 Forest Road Bexley 2207,Rockdale,Buildings B00A and B00B,-33.947687,151.128861,,,,
5065719,Brighton-Le- Sands Public School,Built,1,Brighton-Le-Sands,35 Crawford Road Brighton-Le-Sands 2216,Rockdale,Buildings B00A and B00B,,,,,,
5065720,Rockdale Public School,Built,1,Rockdale,2 Pitt Street Rockdale 2216,Rockdale,Buildings B00B and B00D,-33.952626,151.141681,,,,
5065721,Cairnsfoot School,Built,3,Turrella,18 Loftus Street Turrella 2205,Rockdale,"Buildings B00A and B00B, Grounds and Significant Trees",-33.95457,151.152168,,,,
5065722,Field of Mars  Environmental Education Centre,Landscape,1,East Ryde,Westminster Road East Ryde 2113,Ryde,Curtilage,,,,,,
5065723,Gladesville Public School,Built,1,Gladesville,172-180 Victoria Road Gladesville 2111,Ryde,"Buildings B00A, B00B and B00D",-33.832977,151.125699,,,,
5065724,North Ryde Public School,Built,1,North Ryde,154 Coxs Road North Ryde 2113,Ryde,"Building B00J, B00M and B00N",-33.794766,151.120042,,,,
5065725,Ryde Public School,Built,1,Ryde,2 Tucker Street Ryde 2112,Ryde,Buildings B00A and B00C,-33.812552,151.108015,,,,
5065726,Ermington Public School,Built,1,West Ryde,14 Winbourne Street West Ryde 2114,Ryde,Buildings B00K and B00O,-33.804749,151.071574,,,,
5065727,Gladesville Public School,Complex / Group,1,Gladesville,172-180 Victoria Road Gladesville 2111,Ryde,,-33.832977,151.125699,,,,
5067136,Eastwood Public School,Built,0,Eastwood,212 Rowe Street Eastwood 2122,Ryde,Buildings B00A-B00C and B00O,-33.792743,151.078474,,,,
5065728,Mount Terry Public School,Landscape,1,Albion Park,175 Ashburton Drive Albion Park 2527,Shellharbour,Significant Tree,-34.591636,150.779935,,,,
5065729,Albion Park Public School,Built,1,Albion Park,Tongarra Road Albion Park 2527,Shellharbour,Buildings B00B and B00H,-34.570257,150.77262,,,,
5065730,Shellharbour Public School,Built,1,Shellharbour,51-53 Mary Street Shellharbour 2529,Shellharbour,Building B00E and Significant Tree,-34.578968,150.865109,,,,
5065731,Berry Public School,Built,1,Berry,1 Clarence Street Berry 2535,Shoalhaven,Building B00D and Significant Trees,-34.778317,150.689706,,,,
5065733,Falls Creek Public School,Built,1,Falls Creek,26 Vidler Road Falls Creek 2540,Shoalhaven,Buildings B00A and B00E,-34.965439,150.593403,,,,
5065734,Greenwell Point Public School,Built,1,Greenwell Point,75 Greenwell Point Road Greenwell Point 2540,Shoalhaven,Building B00D,-34.907445,150.730396,,,,
5065735,Kangaroo Valley Public School,Built,1,Kangaroo Valley,140 Moss Vale Road Kangaroo Valley 2577,Shoalhaven,Building B00A,-34.73652,150.531996,,,,
5065736,Milton Public School,Built,1,Milton,Thomas Street Milton 2538,Shoalhaven,Buildings B00A and B00Q,-35.314149,150.435816,,,,
5065737,Nowra Public School,Built,1,Nowra,74 Plunkett Street Nowra 2541,Shoalhaven,Building B00A and Grounds,-34.879407,150.60052,,,,
5065738,Nowra Public School,Built,1,Nowra,74 Plunkett Street Nowra 2541,Shoalhaven,Building B00H,-34.879407,150.60052,,,,
5065739,Terara Public School,Built,1,Terara,20 Millbank Road Terara 2540,Shoalhaven,"Buildings B00A, B00C and B00E; Grounds and Significant Trees",-34.866633,150.63038,,,,
5065740,Tomerong Public School,Built,1,Tomerong,359 Hawken Road Tomerong 2540,Shoalhaven,Building B00A,-35.054973,150.587182,,,,
5065741,Ulladulla Public School,Built,1,Ulladulla,241 Green Street Ulladulla 2539,Shoalhaven,Building B00A,-35.355186,150.469434,,,,
5065742,Nowra Public School,Complex / Group,1,Nowra,74 Plunkett Street Nowra 2541,Shoalhaven,,-34.879407,150.60052,,,,
5066373,Kangaroo Valley Public School,Built,1,Kangaroo Valley,140 Moss Vale Road Kangaroo Valley 2577,Shoalhaven,Building B00D,-34.73652,150.531996,,,,
5065743,Jerrys Plains Public School,Built,1,Jerrys Plains,27-31 Doyle Street Jerrys Plains 2330,Singleton,"Buildings B00A, B00B and B00I",-32.49723,150.905944,,,,
5065744,Singleton Public School,Built,1,Singleton,12 Hunter Street Singleton 2330,Singleton,Buildings B00A-B00C and B00F,-32.563135,151.171752,,,,
5065745,Singleton High School,Built,1,Singleton,75-81 York Street Singleton 2330,Singleton,"Buildings B00C, B00F and B00G",-32.569684,151.177593,,,,
5065746,King Street Public School,Complex / Group,1,Singleton,8A King Street Singleton 2330,Singleton,,-32.569546,151.175266,,,,
5065747,Singleton High School,Complex / Group,1,Singleton,75-81 York Street Singleton 2330,Singleton,,-32.569684,151.177593,,,,
5065748,Singleton Public School,Complex / Group,1,Singleton,12 Hunter Street Singleton 2330,Singleton,,-32.563135,151.171752,,,,
5065749,Jerrys Plains Public School,Complex / Group,1,Jerrys Plains,27-31 Doyle Street Jerrys Plains 2330,Singleton,,-32.49723,150.905944,,,,
5065750,Jerrys Plains Public School,Complex / Group,1,Jerrys Plains,32 Doyle Street Jerrys Plains 2330,Singleton,Playing Fields,-32.49723,150.905944,,,,
5065751,Adaminaby Public School,Built,1,Adaminaby,11 Cosgrove Street Adaminaby 2630,Snowy River,Building B00C and Significant Trees,-35.993292,148.776721,,,,
5065752,Berridale Public School,Built,1,Berridale,28 Oliver Street Berridale 2628,Snowy River,"Buildings B00A, B00B and B00G",-36.371444,148.827209,,,,
5065753,Dalgety Public School,Built,1,Dalgety,19 Hamilton Street Dalgety 2630,Snowy River,Buildings B00A and B00B,,,,,,
5065754,Adaminaby Public School,Complex / Group,1,Adaminaby,11 Cosgrove Street Adaminaby 2630,Snowy River,,-35.993292,148.776721,,,,
5065755,Dalgety Public School,Complex / Group,1,Dalgety,19 Hamilton Street Dalgety 2630,Snowy River,,,,,,,
5065756,Homebush Boys High School,Built,1,Homebush,29-37 Bridge Road Homebush 2140,Strathfield,Building B00A and Significant Trees,-33.866059,151.077132,,,,
5065757,Homebush Public School,Built,1,Homebush,26 The Crescent Homebush 2140,Strathfield,Buildings B00D and B00E,-33.867319,151.08523,,,,
5065758,Homebush West Public School,Built,1,Homebush,20 Exeter Road Homebush 2140,Strathfield,Building B00A,-33.866461,151.06671,,,,
5065759,Homebush West Public School,Built,1,Homebush,11 Hornsby Road Homebush 2140,Strathfield,Former Church,-33.866461,151.06671,,,,
5065760,Strathfield Adminstrative Office,Built,1,Strathfield,65-69 Albert Road Strathfield 2135,Strathfield,Buildings B001 and B004 and Landscape,,,,,,
5065761,Strathfield South Public School,Built,1,Strathfield,457 Liverpool Road Strathfield 2135,Strathfield,"Buildings B00A, B00B, B00J, B00P and Significant Trees",-33.89078,151.084702,,,,
5065762,Strathfield Adminstrative Office,Complex / Group,1,Strathfield,65-69 Albert Road Strathfield 2135,Strathfield,,,,,,,
5065763,Marie Bashir Public School,Complex / Group,1,Strathfield,149-161 Albert Road Strathfield 2135,Strathfield,,-33.875168,151.079424,,,,
5065764,Bundeena Public School,Landscape,1,Bundeena,48R Scarborough Street Bundeena 2230,Sutherland,Significant Trees,-34.086792,151.152422,,,,
5065765,Cronulla Public School,Built,1,Cronulla,20-24 Burraneer Bay Road Cronulla 2230,Sutherland,Buildings B00A and Grounds,-34.054077,151.14773,,,,
5065766,Cronulla Public School,Landscape,1,Cronulla,20-24 Burraneer Bay Road Cronulla 2230,Sutherland,Significant Trees,-34.054077,151.14773,,,,
5065769,Gymea Technology High School,Landscape,1,Gymea,490-492 Princes Highway Gymea 2227,Sutherland,Significant Trees,-34.029985,151.08338,,,,
5065770,Botany Bay Environmental Education Centre,Landscape,3,Kurnell,2 Polo Street Kurnell 2231,Sutherland,,,,,,,
5065772,Sutherland Public School,Built,1,Sutherland,38-54 Eton Street Sutherland 2232,Sutherland,Building B00A,-34.033001,151.059149,,,,
5065773,Sutherland Public School,Built,1,Sutherland,38-54 Eton Street Sutherland 2232,Sutherland,Building B00B and Grounds,-34.033001,151.059149,,,,
5065774,Sylvania Public School,Built,1,Sylvania,46 Princes Highway Sylvania 2224,Sutherland,Building B00B,-34.008118,151.112077,,,,
5065777,Royal National Park Environmental Education Centre,Landscape,3,Audley,159 Farnell Avenue Audley 2232,Sutherland,,-34.06282,151.057682,,,,
5065778,Darlinghurst Public School,Built,1,Darlinghurst,350 Liverpool Street Darlinghurst 2010,Sydney,"Buildings B00A-B00E, Period Fencing and Landscape",-33.878599,151.223432,,,,
5065779,Erskineville Public School,Built,1,Erskineville,13 Swanson Street Erskineville 2043,Sydney,Buildings B00B and B00C,-33.900881,151.186112,,,,
5065780,Forest Lodge Public School,Built,1,Forest Lodge,231-233 Bridge Road Forest Lodge 2037,Sydney,"Buildings B00A and B00C, Period Wall, Period Entrance Gate and Grounds",-33.882169,151.181597,,,,
5065781,Glebe Public School,Built,1,Glebe,9-11 Derwent Street Glebe 2037,Sydney,Buildings B00A-B00D and Memorial,-33.883685,151.19097,,,,
5065782,Fort Street Public School,Built,3,Millers Point,10 Upper Fort Street Millers Point 2000,Sydney,"Building B00A, Grounds and Significant Trees",-33.860427,151.204871,,,,
5065783,Sydney Boys High School,Built,1,Moore Park,556 Cleveland Street Moore Park 1363,Sydney,Building B00A and Grounds,-33.892165,151.218904,,,,
5065784,Sydney Girls High School,Built,1,Moore Park,560 Cleveland Street Moore Park 1363,Sydney,Building B00A and Grounds,-33.894191,151.220371,,,,
5065785,Newtown North Public School,Built,1,Newtown,70 Carillon Avenue Newtown 2042,Sydney,"Building B00A, Fencing and Grounds",-33.891821,151.185392,,,,
5065786,Newtown High School of the Performing Arts,Built,1,Newtown,352-358 King Street Newtown 2042,Sydney,"Building B00A, Memorial and Grounds",,,,,,
5065787,Newtown High School of the Performing Arts,Built,1,Newtown,352 King Street Newtown 2042,Sydney,Building B00H,,,,,,
5065788,Paddington Public School,Built,1,Paddington,421 Oxford Street Paddington 2021,Sydney,Buildings B00A-B00C and Grounds,-33.887603,151.230188,,,,
5065789,Gardeners Road Public School,Built,1,Rosebery,827 Botany Road Rosebery 2018,Sydney,Buildings B00A-B00D and Grounds,-33.920643,151.198034,,,,
5065790,Bourke Street Public School,Built,1,Surry Hills,590-614 Bourke Street Surry Hills 2010,Sydney,"Buildings B00A and B00B, Fencing and Grounds; Air Raid Shelters (Archaeology)",-33.890534,151.215737,,,,
5065791,Inner Sydney High School,Built,1,Surry Hills,244 Cleveland Street Surry Hills 2010,Sydney,"Buildings B001-B003, Period Fencing and Grounds",-33.889372,151.20603,,,,
5065792,Crown Street Public School,Built,3,Surry Hills,356 Crown Street Surry Hills 2010,Sydney,"Buildings B00A-B00D, Period Fencing and Grounds",-33.882253,151.21522,,,,
5065793,Sydney Distance Education Public School,Built,1,Surry Hills,376-386 Riley Street Surry Hills 2010,Sydney,Buildings B00A and B00B and Period Fencing,,,,,,
5065794,Conservatorium High School,Built,3,Sydney,1 Conservatorium Road Sydney 2000,Sydney,,-33.863407,151.21408,,,,
5065795,Yudi Gunyi School,Built,1,Waterloo,237-271 Botany Road Waterloo 2017,Sydney,Buildings B00A and B00B and Landscaping,-33.904025,151.203108,,,,
5065796,Sydney Distance Education High School,Built,1,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,Building B00F,-33.871053,151.22098,,,,
5065797,Sydney Distance Education High School,Built,1,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,Building B00E,-33.871053,151.22098,,,,
5065798,Sydney Distance Education High School,Built,1,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,Building B00A,-33.871053,151.22098,,,,
5065799,Sydney Distance Education High School,Built,1,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,Building B00A,-33.871053,151.22098,,,,
5065800,Alexandria Park Community High School,Complex / Group,1,Alexandria,57-77 Mitchell Road Alexandria 2015,Sydney,,,,,,,
5065801,Darlinghurst Public School,Complex / Group,1,Darlinghurst,350 Liverpool Street Darlinghurst 2010,Sydney,,-33.878599,151.223432,,,,
5065803,Erskineville Public School,Complex / Group,1,Erskineville,13 Swanson Street Erskineville 2043,Sydney,,-33.900881,151.186112,,,,
5065804,Glebe Public School,Complex / Group,1,Glebe,9-11 Derwent Street Glebe 2037,Sydney,,-33.883685,151.19097,,,,
5065805,Sydney Secondary College,Complex / Group,1,Glebe,2-40 Taylor Street Glebe 2037,Sydney,Blackwattle,,,,,,
5065806,Forest Lodge Public School,Complex / Group,1,Forest Lodge,231-233 Bridge Road Forest Lodge 2037,Sydney,,-33.882169,151.181597,,,,
5065807,Fort Street Public School,Complex / Group,3,Millers Point,10 Upper Fort Street Millers Point 2000,Sydney,,-33.860427,151.204871,,,,
5065808,Observatory Hill Environmental Education Centre,Complex / Group,3,Millers Point,10 Upper Fort Street Millers Point 2000,Sydney,,-33.860863,151.204832,,,,
5065809,Sydney Boys High School,Complex / Group,1,Moore Park,556 Cleveland Street Moore Park 1363,Sydney,,-33.892165,151.218904,,,,
5065810,Sydney Girls High School,Complex / Group,1,Moore Park,560 Cleveland Street Moore Park 1363,Sydney,,-33.894191,151.220371,,,,
5065811,Newtown Public School,Complex / Group,1,Newtown,352-358 King Street Newtown 2042,Sydney,,-33.899991,151.179405,,,,
5065812,Newtown High School of the Performing Arts,Complex / Group,1,Newtown,352-358 King Street Newtown 2042,Sydney,,,,,,,
5065813,Paddington Public School,Complex / Group,1,Paddington,421 Oxford Street Paddington 2021,Sydney,,-33.887603,151.230188,,,,
5065814,Crown Street Public School,Complex / Group,1,Surry Hills,356 Crown Street Surry Hills 2010,Sydney,,-33.882253,151.21522,,,,
5065815,Bourke Street Public School,Complex / Group,1,Surry Hills,590-614 Bourke Street Surry Hills 2010,Sydney,,-33.890534,151.215737,,,,
5065816,Sydney Distance Education Public School,Complex / Group,1,Surry Hills,376-386 Riley Street Surry Hills 2010,Sydney,,,,,,,
5065817,Plunkett Street Public School,Complex / Group,1,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,,-33.870879,151.22024,,,,
5065818,Sydney Distance Education High School,Complex / Group,1,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,,-33.871053,151.22098,,,,
5065819,Fort Street Public School,Built,3,Millers Point,9 Upper Fort Street Millers Point 2000,Sydney,Bureau of Meteorology,-33.860427,151.204871,,,,
5065820,Fort Street Public School,Built,3,Millers Point,9A Upper Fort Street Millers Point 2000,Sydney,Messengers Cottage,-33.860427,151.204871,,,,
5065821,Barraba Central School,Built,1,Barraba,Gotha Street Barraba 2347,Tamworth Regional,"Buildings B001, B002 and B004",-30.38239,150.599478,,,,
5065822,Bendemeer Public School,Built,1,Bendemeer,17-27 Charles Street Bendemeer 2355,Tamworth Regional,Building B00A,-30.886984,151.150991,,,,
5065823,Dungowan Public School,Built,1,Dungowan,137 Ogunbil Road Dungowan 2340,Tamworth Regional,Building B00A,-31.220126,151.13269,,,,
5065824,Kootingal Public School,Built,1,Kootingal,Denman Avenue Kootingal 2352,Tamworth Regional,Buildings B00B-B00G,-31.053487,151.053682,,,,
5065825,Manilla Central School,Built,1,Manilla,Arthur Street Manilla 2346,Tamworth Regional,"Buildings B00A, B00B, B00D and B00F",-30.750947,150.728435,,,,
5065826,Nundle Public School,Built,1,Nundle,93-97 Jenkins Street Nundle 2340,Tamworth Regional,"Buildings B00A, B00E and B00G",-31.459684,151.127429,,,,
5065827,Somerton Public School,Built,1,Somerton,Scotland Road Somerton 2340,Tamworth Regional,Buildings B00A-B00C,-30.938432,150.641556,,,,
5065828,Tamworth West Public School,Built,1,West Tamworth,65 Bridge Street West Tamworth 2340,Tamworth Regional,Building B00J,-31.09158,150.920563,,,,
5065829,Tamworth Public School,Built,1,East Tamworth,Upper Street East Tamworth 2340,Tamworth Regional,Buildings B00D and B00M,-31.084712,150.935305,,,,
5065830,Timbumburi Public School,Built,1,Timbumburi,542 Kia Ora Lane Timbumburi 2340,Tamworth Regional,Building B00D,-31.203781,150.915629,,,,
5065831,Tintinhull Public School,Built,1,Tintinhull,85 Tintinhull Road Tintinhull 2352,Tamworth Regional,Building B00A and B00F (Residence),-31.085665,151.008427,,,,
5065832,Temora Public School,Built,1,Temora,119 De Boos Street Temora 2666,Temora,Building B00A,-34.444843,147.535265,,,,
5065833,Temora Public School,Complex / Group,1,Temora,119 De Boos Street Temora 2666,Temora,,-34.444843,147.535265,,,,
5065834,Tenterfield High School,Built,1,Tenterfield,75 High Street Tenterfield 2372,Tenterfield,Building B00A,-29.053727,152.016829,,,,
5065836,Kellyville Public School,Built,1,Kellyville,Windsor Road Kellyville 2155,The Hills,Building B00A and B00B,-33.711052,150.957887,,,,
5065837,Brewongle Environmental Education Centre,Built,1,Sackville North,720-728 Sackville Ferry Road Sackville North 2756,The Hills,"Buildings B00A, B00G and B00Q and Well",-33.48167,150.891511,,,,
5065838,Burnside Public School,Complex / Group,1,North Parramatta,85 Pennant Hills Road North Parramatta 2151,The Hills,,-33.79258,151.018316,,,,
5065839,Tumbarumba Public School,Built,1,Tumbarumba,66-84 Murray Street Tumbarumba 2653,Tumbarumba,Buildings B00A and B00B,-35.77635,148.013814,,,,
5065840,Adelong Public School,Built,1,Adelong,50 Gilmore Street Adelong 2729,Tumut,Buildings B00A-B00C and B00H,-35.312333,148.062802,,,,
5065841,Batlow Technology School,Built,1,Batlow,80 Pioneer Street Batlow 2730,Tumut,Building B00L,-35.523007,148.146548,,,,
5065842,Tumut Public School,Built,1,Tumut,177 Wynyard Street Tumut 2720,Tumut,Building B00G,-35.302393,148.218556,,,,
5065843,Cudgen Public School,Built,1,Cudgen,11 Collier Street Cudgen 2487,Tweed,Memorial and Honour Roll,-28.262592,153.555416,,,,
5065844,Duranbah Public School,Built,1,Duranbah,256 Duranbah Road Duranbah 2487,Tweed,Honour roll,-28.289121,153.516888,,,,
5065845,Dungay Public School,Built,1,Kynnumboon,305 Tomewin Road Kynnumboon 2484,Tweed,Building B00C and Memorial,-28.289681,153.382374,,,,
5065846,Murwillumbah Public School,Built,1,Murwillumbah,Prince Street Murwillumbah 2484,Tweed,Building B00D,-28.329886,153.391139,,,,
5065847,Murwillumbah High School,Built,1,Murwillumbah,86 Kyogle Road Murwillumbah 2484,Tweed,Building B00A,-28.336032,153.391648,,,,
5065848,Stokers Siding Public School,Built,1,Stokers Siding,252 Stokers Road Stokers Siding 2484,Tweed,Bell,-28.393823,153.404371,,,,
5065849,Condong Public School,Complex / Group,1,Condong,77 McLeod Street Condong 2484,Tweed,,-28.340143,153.399787,,,,
5065850,Murwillumbah Public School,Complex / Group,1,Murwillumbah,Prince Street Murwillumbah 2484,Tweed,,-28.329886,153.391139,,,,
5066020,Uki Public School,Complex / Group,1,Uki,1463 Kyogle Road Uki 2484,Tweed,,-28.415027,153.334263,,,,
5065851,Cassilis Public School,Built,1,Cassilis,37 Coolah Road Cassilis 2329,Upper Hunter,Buildings B00A-B00D,-32.004552,149.978075,,,,
5065852,Murrurundi Public School,Built,1,Murrurundi,135 Mayne Street Murrurundi 2338,Upper Hunter,Buildings B00A and B00E,-31.762783,150.832187,,,,
5065853,Scone Public School,Built,1,Scone,90 Liverpool Street Scone 2337,Upper Hunter,"Buildings B00A, B00I and B00L",-32.049446,150.863855,,,,
5065854,Cassilis Public School,Complex / Group,1,Cassilis,37 Coolah Road Cassilis 2329,Upper Hunter,,-32.004552,149.978075,,,,
5065855,Merriwa Central School,Complex / Group,1,Merriwa,33-37 Mackenzie Street Merriwa 2329,Upper Hunter,Public School,-32.145113,150.352867,,,,
5065856,Merriwa Central School,Complex / Group,1,Merriwa,59-79 Bow Street Merriwa 2329,Upper Hunter,High School,-32.145113,150.352867,,,,
5065857,Merriwa Central School,Complex / Group,1,Merriwa,59-79 Bow Street Merriwa 2329,Upper Hunter,Agricultural Plot,-32.145113,150.352867,,,,
5065859,Scone Public School,Complex / Group,1,Scone,90 Liverpool Street Scone 2337,Upper Hunter,,-32.049446,150.863855,,,,
5065858,Murrurundi Public School,Complex / Group,1,Murrurundi,135 Mayne Street Murrurundi 2338,Upper Lachlan,,-31.762783,150.832187,,,,
5065860,Bigga Public School,Built,1,Bigga,Binda Street Bigga 2583,Upper Lachlan,Building B00A,-34.0847,149.144602,,,,
5065861,Collector Public School,Built,1,Collector,Lorn Street Collector 2581,Upper Lachlan,Buildings B00A and B00G,-34.914221,149.433144,,,,
5065862,Crookwell Public School,Built,1,Crookwell,43 Denison Street Crookwell 2583,Upper Lachlan,"Buildings B00A, B00B and B00J",-34.459938,149.469806,,,,
5065863,Dalton Public School,Built,1,Dalton,1-5 Jobson Street Dalton 2581,Upper Lachlan,Building B00A,-34.720369,149.17882,,,,
5065864,Gunning Public School,Built,1,Gunning,Copeland Street Gunning 2581,Upper Lachlan,"Buildings B00F, B00G and B00H",-34.783525,149.265602,,,,
5065865,Laggan Public School,Built,1,Laggan,Laggan Road Laggan 2583,Upper Lachlan,Building B00H,-34.406246,149.527721,,,,
5065866,Taralga Public School,Built,1,Taralga,93 Orchard Street Taralga 2580,Upper Lachlan,Buildings B00A and B00D,-34.397974,149.820962,,,,
5065867,Rocky River Public School,Complex / Group,1,Rocky River,354 Thunderbolts Way Rocky River 2358,Uralla,,-30.612856,151.491788,,,,
5065868,Collingullie Public School,Built,1,Collingullie,18 Urana Street Collingullie 2652,Wagga Wagga,Buildings B00A-B00C and B00E,,,,,,
5065869,Humula Public School,Built,1,Humula,21 School Street Humula 2652,Wagga Wagga,Buildings B00A and B00B,-35.483339,147.760583,,,,
5065870,Ladysmith Public School,Built,1,Ladysmith,3 Tywong Street Ladysmith 2652,Wagga Wagga,Buildings B00A and B00B,-35.208549,147.510963,,,,
5065872,North Wagga Public School,Built,1,Wagga Wagga,54 Hampden Avenue Wagga Wagga 2650,Wagga Wagga,"Buildings B00A-B00C, B00E and B00F",-35.096215,147.379513,,,,
5065873,Wagga Wagga High School,Built,1,Turvey Park,36 Coleman Street Turvey Park 2650,Wagga Wagga,Building B00B,-35.124438,147.364366,,,,
5065874,Uranquinty Public School,Built,1,Uranquinty,25 Uranquintry Street Uranquinty 2652,Wagga Wagga,Building B00A,-35.188793,147.249486,,,,
5065875,South Wagga Public School,Built,1,Wagga Wagga,140 Edward Street Wagga Wagga 2650,Wagga Wagga,Building B00F,-35.119291,147.36681,,,,
5065876,Wagga Wagga Public School,Built,1,Wagga Wagga,70 Gurwood Street Wagga Wagga 2650,Wagga Wagga,Buildings B00A-B00E and B00J,-35.10783,147.365841,,,,
5065877,Wagga Wagga Public School,Complex / Group,1,Wagga Wagga,70 Gurwood Street Wagga Wagga 2650,Wagga Wagga,,-35.10783,147.365841,,,,
5065878,South Wagga Public School,Complex / Group,1,Wagga Wagga,140 Edward Street Wagga Wagga 2650,Wagga Wagga,,-35.119291,147.36681,,,,
5065879,Burren Junction Public School,Built,1,Burren Junction,7 Alma Street Burren Junction 2386,Walgett,Building B00M,-30.102686,148.964703,,,,
5065880,Carinda Public School,Built,1,Carinda,2 McNamara Street Carinda 2831,Walgett,Residence,-30.461882,147.687555,,,,
5065881,Collarenebri Central School,Built,1,Collarenebri,42 Herbert Street Collarenebri 2833,Walgett,Building B00C,-29.543823,148.578086,,,,
5065882,Lightning Ridge Public School,Built,1,Lightning Ridge,Brilliant Street Lightning Ridge 2834,Walgett,Building B00B,,,,,,
5065883,Brookvale Public School,Built,1,Brookvale,2-8 Old Pittwater Road Brookvale 2100,Warringah,Building B00G,-33.761678,151.270787,,,,
5065884,Davidson High School,Landscape,1,Frenchs Forest,Blackbutts Road Frenchs Forest 2086,Warringah,Significant Trees,-33.74468,151.205465,,,,
5065885,Forest High School,Landscape,1,Frenchs Forest,Frenchs Forest Road West Frenchs Forest 2086,Warringah,Former Hollands Orchard and Commemorative Grove,,,,,,
5065886,Harbord Public School,Built,1,Freshwater,95 Oliver Street Freshwater 2096,Warringah,Building B00Q,-33.772164,151.286531,,,,
5065887,Narrabeen Lakes Public School,Built,1,Narrabeen,1299 Pittwater Road Narrabeen 2101,Warringah,Memorial,-33.720323,151.297413,,,,
5065888,Narrabeen Lakes Public School,Built,1,Narrabeen,1299 Pittwater Road Narrabeen 2101,Warringah,Building B00A,-33.720323,151.297413,,,,
5065889,Narrabeen Lakes Public School,Built,1,Narrabeen,1299 Pittwater Road Narrabeen 2101,Warringah,Building B00D,-33.720323,151.297413,,,,
5065890,Narrabeen Lakes Public School,Built,1,Narrabeen,1299 Pittwater Road Narrabeen 2101,Warringah,Memorial,-33.720323,151.297413,,,,
5065891,Narraweena Primary School,Built,1,Narraweena,78 McIntosh Road Narraweena 2099,Warringah,"Buildings B00I, B00J and B00L",,,,,,
5065892,Northern Beaches Secondary College,Built,1,North Curl Curl,Abbott Road North Curl Curl 2099,Warringah,Manly Campus,,,,,,
5065893,Stewart House School,Built,1,Curl Curl,45 Carrington Parade Curl Curl 2096,Warringah,Curtilage,-33.77349,151.29131,,,,
5065894,Bondi Public School,Built,1,Bondi,3-11 Wellington Street Bondi 2026,Waverley,"Buildings B00A, B00C-B00E and Grounds",-33.892625,151.264753,,,,
5065895,Bondi Public School,Built,1,Bondi,3-11 Wellington Street Bondi 2026,Waverley,Building B00B,-33.892625,151.264753,,,,
5065896,Bondi Beach Public School,Built,1,Bondi Beach,85 Warners Avenue Bondi Beach 2026,Waverley,Building B00A,-33.8883,151.276821,,,,
5065897,Bondi Beach Public School,Landscape,1,Bondi Beach,85 Warners Avenue Bondi Beach 2026,Waverley,Grounds and Significant Trees,-33.8883,151.276821,,,,
5065898,Bronte Public School,Built,1,Bronte,44 Murray Street Bronte 2024,Waverley,Building B00A,-33.900605,151.262011,,,,
5065899,Bronte Public School,Landscape,1,Bronte,44 Murray Street Bronte 2024,Waverley,Grounds and Significant Trees,-33.900605,151.262011,,,,
5065900,Bondi Beach Public School,Complex / Group,1,Bondi Beach,85 Warners Avenue Bondi Beach 2026,Waverley,,-33.8883,151.276821,,,,
5065901,Waverley Public School,Complex / Group,1,Waverley,151 Bronte Road Waverley 2024,Waverley,,-33.898174,151.251539,,,,
5065902,Clovelly Public School,Complex / Group,1,Clovelly,3A Arden Street Clovelly 2031,Waverley,,-33.907431,151.26028,,,,
5067078,Rose Bay Secondary College,Built,0,Rose Bay,36 Hardy Street Rose Bay 2029,Waverley,Building B00A,-33.878347,151.276121,,,,
5065903,Euchareena Public School,Built,1,Euchareena,2 Walter Street Euchareena 2866,Wellington,Building B00B,,,,,,
5065904,Geurie Public School,Built,1,Geurie,60 Narragal Street Geurie 2831,Wellington,Building B00B,-32.3961,148.82945,,,,
