HeritageItemID,SchoolName,HeritageTypeName,EndorsedSignificance,Suburb,Address,LocalGovtAreaName,ItemName,Latitude,Longitude,,,,
5064310,Maclean Public School,Complex / Group,1,Maclean,Woodford Street Maclean 2463,Clarence Valley,,-29.457217,153.201309,,,,
5064311,Ulmarra Public School,Complex / Group,1,Ulmarra,14 Pacific Highway Ulmarra 2462,Clarence Valley,,-29.629006,153.030932,,,,
5064314,Cobar Public School,Built,1,Cobar,6-10 Blakey Street Cobar 2835,Cobar,"Buildings B00D, B00E and B00O (Residence)",-31.502199,145.836609,,,,
5064315,Coffs Harbour State High School,Built,1,Coffs Harbour,336 Harbour Drive Coffs Harbour 2450,Coffs Harbour ,Building B00A,,,,,,
5064316,Coffs Harbour Public School,Built,1,Coffs Harbour,7 Salamander Street Coffs Harbour 2450,Coffs Harbour ,"Buildings B00B-B00D, B00F, B00G and B00I",-30.30196,153.120372,,,,
5064317,Coramba Public School,Built,1,Coramba,6 Short Street Coramba 2450,Coffs Harbour ,Buildings B00A and B00F,-30.221578,153.011513,,,,
5064318,Sawtell Public School,Built,1,Sawtell,32 Eleventh Avenue Sawtell 2452,Coffs Harbour ,Buildng B00F,-30.363316,153.09764,,,,
5064319,Woolgoolga Public School,Built,1,Woolgoolga,1-15 Scarborough Street Woolgoolga 2456,Coffs Harbour ,Building B00D-B00F and B00G,-30.112673,153.196501,,,,
5064320,Ganmain Public School,Built,1,Ganmain,23-41 Langham Street Ganmain 2702,Coolamon,"Buildings B00A, B00B, B00E, B00F, B00H and Grounds",-34.796923,147.040034,,,,
5064321,Marrar Public School,Built,1,Marrar,9-13 Centenary Drive Marrar 2652,Coolamon,Building B00A,-34.828341,147.355155,,,,
5064322,Matong Public School,Built,1,Matong,Matong Street Matong 2652,Coolamon,"Buildings B00A-B00C, B00K and Significant Tree",-34.770061,146.927303,,,,
5064323,Bredbo Public School,Built,1,Bredbo,Monaro Highway Bredbo 2626,Cooma-Monaro,Buildings B00A and B00B,-35.95399,149.14797,,,,
5064324,Cooma Public School,Built,1,Cooma,Commissioner Street Cooma 2630,Cooma-Monaro,"Buildings B00D, B00F, B00H and B00I",-36.237474,149.125034,,,,
5064326,Jerangle Public School,Built,1,Jerangle,2892 Jerangle Road Jerangle 2630,Cooma-Monaro,Landscape,,,,,,
5064327,Michelago Public School,Built,1,Michelago,20 Ryrie Street Michelago 2620,Cooma-Monaro,Buildings B00A and B00B,-35.705975,149.161716,,,,
5064328,Nimmitabel Public School,Built,1,Nimmitabel,Wolfe Street Nimmitabel 2631,Cooma-Monaro,Buildings B00A-B00C,-36.510937,149.289599,,,,
5064335,Numeralla Public School,Built,1,Numeralla,7-9 Umeralla Street Numeralla 2630,Cooma-Monaro,Building B00A and Residence,,,,,,
5064336,Cooma Public School,Complex / Group,1,Cooma,Commissioner Street Cooma 2630,Cooma-Monaro,,-36.237474,149.125034,,,,
5064337,Cootamundra Public School,Built,1,Cootamundra,Cooper Street Cootamundra 2590,Cootamundra,"Buildings B00A, B00B, B00B1 and B00B2",-34.638914,148.026809,,,,
5064338,Stockinbingal Public School,Built,1,Stockinbingal,Dudauman Street Stockinbingal 2725,Cootamundra,"Buildings B00A, B00B and B00D",-34.497611,147.883065,,,,
5064339,Wallendbeen Public School,Built,1,Wallendbeen,7-15 King Street Wallendbeen 2588,Cootamundra,"Buildings B00A, B00B and B00E, Residence and Bell",-34.52524,148.159228,,,,
5064340,Cootamundra Public School,Complex / Group,1,Cootamundra,Cooper Street Cootamundra 2590,Cootamundra,,-34.638914,148.026809,,,,
5064341,Howlong Public School,Built,1,Howlong,121-135 Hawkins Street Howlong 2643,Corowa,Building B00F,-35.979939,146.636764,,,,
5064342,Ballimore Public School,Built,1,Ballimore,22 Bomen Street Ballimore 2830,Dubbo,Buildings B00A and B00B,-32.193596,148.899631,,,,
5064343,Dubbo Public School,Built,1,Dubbo,179 Darling Street Dubbo 2830,Dubbo,Building B00K and Landscape,-32.248749,148.60541,,,,
5064344,Dubbo Public School,Built,1,Dubbo,181 Darling Street Dubbo 2830,Dubbo,"Buildings B00A, B00D and B00F",-32.248749,148.60541,,,,
5064345,Wambangalang Environmental Education Centre,Built,1,Toongi,Obley Road Toongi 2830,Dubbo,Buildings B00A-B00D,-32.48798,148.554792,,,,
5064346,Wongarbon Public School,Built,1,Wongarbon,28 Railway Street Wongarbon 2831,Dubbo,"Buildings B00A, B00E, B00F and B00H and Memorial",-32.333558,148.759119,,,,
5064347,Clarence Town Public School,Built,1,Clarence Town,82 Queen Street Clarence Town 2321,Dungog,Buildings B00A and B00B,-32.588731,151.777207,,,,
5064348,Dungog Public School,Built,1,Dungog,7-17 Chapman Street Dungog 2420,Dungog,Buildings B00B-B00D and B00K,-32.405233,151.757709,,,,
5064350,Glen William Public School,Built,1,Glen William,717 Glen William Road Glen William 2321,Dungog,Significant Trees,-32.525391,151.79794,,,,
5064351,Gresford Public School,Built,1,Gresford,151 Durham Road Gresford 2311,Dungog,Buildings B00A and B00E,-32.427628,151.538335,,,,
5064352,Dungog Public School,Complex / Group,1,Dungog,7-17 Chapman Street Dungog 2420,Dungog,North,-32.405233,151.757709,,,,
5064353,Dungog Public School,Complex / Group,1,Dungog,7-17 Chapman Street Dungog 2420,Dungog,South,-32.405233,151.757709,,,,
5064354,Dungog Public School,Complex / Group,1,Dungog,8 Chapman Street Dungog 2420,Dungog,Playing Fields,-32.405233,151.757709,,,,
5064355,Paterson Public School,Complex / Group,1,Paterson,4 Church Street Paterson 2421,Dungog,Residence,-32.602294,151.612319,,,,
5064356,Bodalla Public School,Built,1,Bodalla,7 Eurobodalla Road Bodalla 2545,Eurobodalla,Former,-36.09938,150.053879,,,,
5064357,Central Tilba Public School,Built,1,Central Tilba,89 Corkhill Drive Central Tilba 2546,Eurobodalla,"Buildings B00A, B00B and B00D",-36.315664,150.07194,,,,
5064358,Mogo Public School,Built,1,Mogo,64-72 Sydney Road Mogo 2536,Eurobodalla,Buildings B00A and B00B,-35.786091,150.140569,,,,
5064359,Moruya Public School,Built,1,Moruya,16 Evans Street Moruya 2537,Eurobodalla,Buildings B00A-B00C and B00J,-35.912616,150.076453,,,,
5064360,Narooma Public School,Built,1,Narooma,19 Montague Street Narooma 2546,Eurobodalla,Building B00B,-36.218595,150.137335,,,,
5064361,Narooma Public School,Built,1,Narooma,11 Montague Street Narooma 2546,Eurobodalla,Building B00F,-36.218595,150.137335,,,,
5064362,Bossley Park Public School,Built,1,Bossley Park,68 Bossley Road Bossley Park 2176,Fairfield,"Buildings B00E, B00K and B00L",-33.858524,150.883076,,,,
5064363,Cabramatta Public School,Built,1,Cabramatta,72 Cabramatta Road Cabramatta 2166,Fairfield,Building B00D,-33.895823,150.942629,,,,
5064364,Fairfield Public School,Built,1,Fairfield,68-82 Smart Street Fairfield 2165,Fairfield,Buildings B002 and B009,-33.866847,150.955409,,,,
5064365,Canley Vale Tutorial Centre,Built,1,Canley Vale,94 Canley Vale Road Canley Vale 2166,Fairfield,Building B00S,,,,,,
5066541,Fairvale High School,Built,0,Fairfield West,1 Thorney Road Fairfield West 2165,Fairfield,Building B00G,-33.873614,150.929459,,,,
5064366,Tooraweenah Public School,Built,1,Tooraweenah,410 John Renshaw Parkway Tooraweenah 2831,Gilgandra,"Buildings B00A, B00C, B00D, B00H and B00J",-31.434763,148.912216,,,,
5064367,Deepwater Public School,Built,1,Deepwater,15-25 Young Street Deepwater 2371,Glen Innes Severn,Building B00K,-29.442908,151.848086,,,,
5064369,Glen Innes Public School,Built,1,Glen Innes,170 Church Street Glen Innes 2370,Glen Innes Severn,"Buildings B00A, B00B, B00G-B00J",-29.735142,151.740989,,,,
5064370,Glen Innes Public School,Built,1,Glen Innes,170 Church Street Glen Innes 2370,Glen Innes Severn,Building B00D,-29.735142,151.740989,,,,
5064371,Glen Innes Public School,Built,1,Glen Innes,170 Church Street Glen Innes 2370,Glen Innes Severn,Building B00C,-29.735142,151.740989,,,,
5064372,Glen Innes West Public School,Built,1,Glen Innes,33 Coronation Avenue Glen Innes 2370,Glen Innes Severn,Building B00A,,,,,,
5064373,Glen Innes High School,Built,1,Glen Innes,21 Edward Street Glen Innes 2370,Glen Innes Severn,"Buildings B00A-B00F, Landscape and War Memorial",-29.744294,151.742487,,,,
5064374,Barrington Public School,Built,1,Barrington,Kenmore Street Barrington 2422,Gloucester,Building B00A,-31.971159,151.911058,,,,
5064375,Gloucester Public School,Built,1,Gloucester,Elliot Street Gloucester 2422,Gloucester,Building B00B,-32.010211,151.961099,,,,
5064376,Woodport Public School,Built,1,Erina,144 The Entrance Road Erina 2250,Gosford,Buildings B00C and B00E,-33.439347,151.37849,,,,
5064377,Erina Heights Public School,Built,1,Erina Heights,2 Serpentine Road Erina Heights 2260,Gosford,Building B00C,-33.428028,151.413585,,,,
5064378,Girrakool School,Built,1,Kariong,3 Central Coast Highway Kariong 2250,Gosford,Curtilage,-33.4237,151.296,,,,
5064379,Peats Ridge Public School,Built,1,Peats Ridge,1231 Peats Ridge Road Peats Ridge 2250,Gosford,Buildings B00C-B00F,-33.325841,151.23275,,,,
5064380,Somersby Public School,Built,1,Somersby,840 Wisemans Ferry Road Somersby 2250,Gosford,Buildings B00A and B00B and Grounds,-33.358368,151.291312,,,,
5064381,Kariong Mountains High School,Complex / Group,3,Kariong,10 Festival Drive Kariong 2250,Gosford,,-33.43039,151.296076,,,,
5064382,South Goulburn Public School,Built,1,Goulburn,2 Addison Street Goulburn 2580,Goulburn Mulwaree,Building B00C,,,,,,
5064383,Goulburn Public School,Built,1,Goulburn,196 Bourke Street Goulburn 2580,Goulburn Mulwaree,Building B00A,-34.750563,149.717773,,,,
5064384,Goulburn High School,Built,1,Goulburn,132 Goldsmith Street Goulburn 2580,Goulburn Mulwaree,Building B00M,-34.746861,149.711241,,,,
5064385,Goulburn North Public School,Built,1,Goulburn,1A Union Street Goulburn 2580,Goulburn Mulwaree,Building B00D,-34.744579,149.735043,,,,
5064386,Marulan Public School,Built,1,Marulan,61 George Street Marulan 2579,Goulburn Mulwaree,Building B00D,-34.713399,150.006603,,,,
5064387,Tallong Public School,Built,1,Tallong,80 Bumballa Street Tallong 2579,Goulburn Mulwaree,Building B00A,-34.721496,150.083341,,,,
5064388,Tirranna Public School,Built,1,Tirrannaville,4986 Braidwood Road Tirrannaville 2580,Goulburn Mulwaree,Building B00A,-34.821486,149.682068,,,,
5064389,South Goulburn Public School,Complex / Group,1,Goulburn,2 Addison Street Goulburn 2580,Goulburn Mulwaree,,,,,,,
5064390,Goulburn Public School,Complex / Group,1,Goulburn,196 Bourke Street Goulburn 2580,Goulburn Mulwaree,,-34.750563,149.717773,,,,
5064391,Goulburn High School,Complex / Group,1,Goulburn,132 Goldsmith Street Goulburn 2580,Goulburn Mulwaree,,-34.746861,149.711241,,,,
5064392,Goulburn North Public School,Complex / Group,1,Goulburn,1A Union Street Goulburn 2580,Goulburn Mulwaree,,-34.744579,149.735043,,,,
5064393,Stroud Public School,Built,1,Stroud,13-19 Erin Street Stroud 2425,Great Lakes,Building B00B and Residence,-32.402533,151.964239,,,,
5064394,Nabiac Public School,Complex / Group,1,Nabiac,Clarkson Street Nabiac 2312,Great Lakes,,-32.097544,152.381902,,,,
5064395,Stroud Public School,Complex / Group,1,Stroud,21 Erin Street Stroud 2425,Great Lakes,,-32.402533,151.964239,,,,
5066091,Nabiac Public School,Built,1,Nabiac,Clarkson Street Nabiac 2312,Great Lakes,Buildings B00A and B00B,-32.097544,152.381902,,,,
5066476,Booral Public School,Built,1,Booral,2300 The Bucketts Way Booral 2425,Great Lakes,Buildings B00A and B00D,-32.471428,151.960736,,,,
5066477,Stroud Road Public School,Built,1,Stroud Road,733 The Bucketts Way Stroud Road 2415,Great Lakes,Buildings B00A and B00B,-32.347986,151.932369,,,,
5066479,Bungwahl Public School,Built,1,Bungwahl,56 Seal Rocks Road Bungwahl 2423,Great Lakes,Building B00A,-32.389144,152.448558,,,,
5064396,Bobin Public School,Built,1,Bobin,2512 Bulga Road Bobin 2429,Greater Taree,Building B00A,-31.712682,152.28388,,,,
5064398,Coopernook Public School,Built,1,Coopernook,Macquarie Street Coopernook 2426,Greater Taree,Buildings B00A-B00D,-31.827512,152.607874,,,,
5064399,Coopernook Public School,Built,1,Coopernook,Macquarie Street Coopernook 2426,Greater Taree,Building B00H and B00I,-31.827512,152.607874,,,,
5064400,Cundletown Public School,Built,1,Cundletown,High Street Cundletown 2430,Greater Taree,Building B00B,-31.899733,152.522008,,,,
5064401,Harrington Public School,Landscape,1,Harrington,37 High Street Harrington 2427,Greater Taree,Significant Trees,-31.870234,152.688803,,,,
5064402,Krambach Public School,Built,1,Krambach,The Bucketts Way Krambach 2429,Greater Taree,Building B00B,-32.046146,152.272293,,,,
5064403,Taree High School,Built,1,Taree,8 Albert Street Taree 2430,Greater Taree,Building B00H,-31.909866,152.46386,,,,
5064404,Taree High School,Built,1,Taree,8 Albert Street Taree 2430,Greater Taree,Building B00A,-31.909866,152.46386,,,,
5064405,Taree Public School,Built,1,Taree,10 Albert Street Taree 2430,Greater Taree,Building B00B,-31.910904,152.462158,,,,
5064406,Taree Public School,Built,1,Taree,10 Albert Street Taree 2430,Greater Taree,Building B00A,-31.910904,152.462158,,,,
5064407,Tinonee Public School,Built,1,Tinonee,Hutchinson Street Tinonee 2430,Greater Taree,Building B00I,-31.932855,152.413577,,,,
5064408,Tinonee Public School,Built,1,Tinonee,Hutchinson Street Tinonee 2430,Greater Taree,Building B00B,-31.932855,152.413577,,,,
5064409,Wingham Brush Public School,Built,1,Wingham,4 Isabella Street Wingham 2429,Greater Taree,"Buildings B00A-B00E, B00G, B00H and B00K",-31.87024,152.376982,,,,
5064411,Taree High School,Complex / Group,1,Taree,8 Albert Street Taree 2430,Greater Taree,,-31.909866,152.46386,,,,
5064413,Taree Public School,Complex / Group,1,Taree,10 Albert Street Taree 2430,Greater Taree,,-31.910904,152.462158,,,,
5064414,Tinonee Public School,Complex / Group,1,Tinonee,Hutchinson Street Tinonee 2430,Greater Taree,,-31.932855,152.413577,,,,
5064415,Wingham Brush Public School,Complex / Group,1,Wingham,4 Isabella Street Wingham 2429,Greater Taree,,-31.87024,152.376982,,,,
5064416,Beelbangera Public School,Built,1,Beelbangera,505 Rankins Springs Road Beelbangera 2680,Griffith,Buildings B00A and B00B,-34.252836,146.101067,,,,
5064417,Griffith High School,Built,1,Griffith,88 Coolah Street Griffith 2680,Griffith,Building B00A,,,,,,
5064418,Ben Lomond Public School,Built,1,Ben Lomond,Inn Road Ben Lomond 2365,Guyra,Building B00A and B00E and Significant Trees,-30.017024,151.661287,,,,
5064419,Black Mountain Public School,Built,1,Black Mountain,815 Black Mountains Road Black Mountain 2365,Guyra,Buildings B00A and B00F,-30.308489,151.657688,,,,
5064420,Tingha Public School,Built,1,Tingha,52-60 Ruby Street Tingha 2369,Guyra,"Buildings B00A-B00C, B00E, B00H, B00I, B00K and Residence",-29.959145,151.213606,,,,
5065999,Warialda Public School,Built,1,Warialda,27-35 Hope Street Warialda 2402,Gwydir,Buildings B00A-B00E,-29.541831,150.573638,,,,
5064421,Jugiong Public School,Built,1,Jugiong,Stapylton Street Jugiong 2726,Harden,Buildings B00A and B00E,-34.820203,148.335447,,,,
5064422,Murrumburrah Public School,Built,1,Murrumburrah,Albury Street Murrumburrah 2587,Harden,"Buildings B00A, B00B and B00D",-34.550826,148.359862,,,,
5064423,Wombat Public School,Built,1,Wombat,46 Rose Street Wombat 2587,Harden,Building B00C and Well,-34.426627,148.245202,,,,
5064424,Kurrajong North Public School,Built,1,Kurrajong Heights,1 Stone Terrace Kurrajong Heights 2758,Hawkesbury,Building B00A,-33.541815,150.639446,,,,
5064425,Pitt Town Public School,Built,1,Pitt Town,17 Buckingham Street Pitt Town 2756,Hawkesbury,Buildings B00A and B00D,-33.583887,150.859638,,,,
5064427,Richmond Public School,Built,1,Richmond,115 Windsor Street Richmond 2753,Hawkesbury,Buildings B00A and B00D and Period Gates,-33.598937,150.757514,,,,
5064428,Windsor Public School,Built,1,Windsor,2 Dight Street Windsor 2756,Hawkesbury,"Buildings B00A, B00B and B00D-B00G",-33.610366,150.816413,,,,
5064429,Longneck Lagoon Environmental Education Centre,Landscape,3,Scheyville,113 Scheyville Road Scheyville 2756,Hawkesbury,,-33.576219,150.892806,,,,
5066542,Richmond High School,Built,0,Richmond,140 Lennox Street Richmond 2753,Hawkesbury,Building B008,-33.600535,150.746715,,,,
5064430,Parramatta West Public School,Built,1,Parramatta,Railway Street Parramatta 2150,Holroyd,Building B00F,-33.824472,150.990968,,,,
5064431,Ringrose Public School,Built,1,Greystanes,18-36 Ringrose Avenue Greystanes 2145,Holroyd,Significant Trees,-33.820181,150.959399,,,,
5064432,Guildford Public School,Built,1,Guildford,1A Apia Street Guildford 2161,Holroyd,Building B00E,-33.855821,150.981983,,,,
5064434,Merrylands Public School,Built,1,Merrylands,68 Fowler Road Merrylands 2160,Holroyd,"Buildings B00A, B00C, B00D, B00G, B00I and B00J",-33.840516,150.976047,,,,
5064435,Merrylands East Public School,Built,1,Merrylands,7 Myee Street Merrylands 2160,Holroyd,Building B00A,-33.841954,150.98929,,,,
5064436,Westmead Public School,Built,1,Westmead,150 Hawkesbury Road Westmead 2145,Holroyd,"Buildings B00A, B00F and B00I",-33.810171,150.985291,,,,
5064437,Arcadia Public School,Built,1,Arcadia,140 Arcadia Road Arcadia 2159,Hornsby,Building B00A,-33.623487,151.051031,,,,
5064438,Beecroft Public School,Built,1,Beecroft,90-96 Beecroft Road Beecroft 2119,Hornsby,Building B00A,-33.752085,151.06462,,,,
5064439,Brooklyn Public School,Built,1,Brooklyn,106 Brooklyn Road Brooklyn 2083,Hornsby,"Building B00A,  Landscape and Significant Trees",-33.548414,151.214992,,,,
5064440,Epping West Public School,Built,1,Epping,96-104 Carlingford Road Epping,Hornsby,Building B00A,-33.772789,151.068048,,,,
5064442,Epping Public School,Built,1,Epping,27-33 Pembroke Street Epping 2121,Hornsby,Building B00A,-33.770727,151.087878,,,,
5064443,Galston Public School,Built,1,Galston,45B Arcadia Road Galston 2159,Hornsby,Buildings B00A and B00J and Grounds,-33.648197,151.04517,,,,
5064444,Galston High School,Built,1,Galston,403 Galston Road Galston 2159,Hornsby,Building B00A and Item,-33.660931,151.042348,,,,
5064445,Hornsby Girls High School,Built,1,Hornsby,12 Edgeworth David Avenue Hornsby 2077,Hornsby,"Buildings B00A, B00D, B00E and Period Fence",-33.706627,151.101083,,,,
5064446,Mount Colah Public School,Landscape,1,Mount Colah,19-21 Telopea Stree Mount Colah 2079,Hornsby,Grounds,-33.672947,151.115695,,,,
5064447,Mount Kuring-gai Public School,Landscape,1,Mount Kuring-Gai,5-9 King Street Mount Kuring-Gai 2080,Hornsby,Grounds,-33.657474,151.135604,,,,
5064449,Pennant Hills High School,Landscape,1,Pennant Hills,90 Boundary Road Pennant Hills 2120,Hornsby,Grounds,-33.733692,151.061087,,,,
5064450,Thornleigh West Public School,Landscape,1,Thornleigh,18 Giblett Avenue Thornleigh 2120,Hornsby,Grounds,-33.723864,151.072163,,,,
5064451,Waitara Public School,Landscape,1,Wahroonga,48-58 Myra Street Wahroonga 2076,Hornsby,Building B00A and Grounds,-33.708119,151.111586,,,,
5064452,Cheltenham Girls High School,Complex / Group,1,Cheltenham,161-175 Beecroft Road Cheltenham 2119,Hornsby,,-33.75627,151.074096,,,,
5064453,Beecroft Public School,Complex / Group,1,Beecroft,90-96 Beecroft Road Beecroft 2119,Hornsby,,-33.752085,151.06462,,,,
5064454,Waitara Public School,Complex / Group,1,Wahroonga,48-58 Myra Street Wahroonga 2076,Hornsby,,-33.708119,151.111586,,,,
5064455,Epping Public School,Complex / Group,1,Epping,27-33 Pembroke Street Epping 2121,Hornsby,,-33.770727,151.087878,,,,
5064456,Hunters Hill Public School,Built,1,Hunters Hill,17 Alexandra Street Hunters Hill 2110,Hunters Hill,Building B00A,-33.835121,151.151254,,,,
5064457,Hunters Hill Public School,Built,1,Hunters Hill,17 Alexandra Street Hunters Hill 2110,Hunters Hill,Period Walls,-33.835121,151.151254,,,,
5064458,Hunters Hill Public School,Built,1,Hunters Hill,17 Alexandra Street Hunters Hill 2110,Hunters Hill,Building B00G,-33.835121,151.151254,,,,
5064459,Hunters Hill Public School,Complex / Group,1,Hunters Hill,17 Alexandra Street Hunters Hill 2110,Hunters Hill,,-33.835121,151.151254,,,,
5064460,Hunters Hill High School,Complex / Group,1,Hunters Hill,Reiby Road Hunters Hill 2110,Hunters Hill,,-33.832696,151.148509,,,,
5064461,Hunters Hill Public School,Complex / Group,1,Hunters Hill,17 Alexandra Street Hunters Hill 2110,Hunters Hill,,-33.835121,151.151254,,,,
5064462,Hurstville Public School,Built,1,Hurstville,80 Forest Road Hurstville 2220,Hurstville,Buildings B00E-B00I,-33.964695,151.110728,,,,
5064463,Peakhurst Public School,Built,1,Peakhurst,65A Bonds Road Peakhurst 2210,Hurstville,Building B00A and Significant Trees,-33.955402,151.062306,,,,
5064464,Penshurst Public School,Built,1,Penshurst,510 Forest Road Penshurst 2222,Hurstville,Building B00A,-33.962636,151.087702,,,,
5064465,Georges River College,Built,1,Hurstville,Kenwyn Street Hurstville 2220,Hurstville,Hurstville Boys Campus,,,,,,
5064466,Georges River College,Built,1,Penshurst,51 Penshurst Street Penshurst 2222,Hurstville,Penshurst Girls Campus,,,,,,
5064467,Gilgai School,Built,1,Gilgai,28 Schwenkes Lane Gilgai 2360,Inverell,Buildings B00A and B00B,,,,,,
5064468,Inverell High School,Built,1,Inverell,70 Brae Street Inverell 2360,Inverell,Building B00A,-29.765729,151.110782,,,,
5064469,Inverell Public School,Built,1,Inverell,22-30 Wood Street Inverell 2360,Inverell,Buildings B00B and B00H,-29.773135,151.123016,,,,
5064470,Inverell Public School,Built,1,Inverell,22-30 Wood Street Inverell 2360,Inverell,Building B00I,-29.773135,151.123016,,,,
5064471,Ashford Central School,Complex / Group,1,Ashford,51 Martyn Street Ashford 2361,Inverell,,-29.321262,151.094638,,,,
5064472,Jerilderie Public School,Built,1,Jerilderie,27-33 Bolton Street Jerilderie 2716,Jerilderie,Buildings B00A and B00B,-35.354598,145.728865,,,,
5064473,Junee Public School,Complex / Group,1,Junee,116 Lorne Street Junee 2663,Junee,,-34.873488,147.584901,,,,
5064474,East Kempsey Public School,Built,1,East Kempsey,1 Innes Street East Kempsey 2440,Kempsey,Buildings B00E and B00G,,,,,,
5064475,Frederickton Public School,Built,1,Frederickton,109 Great North Road Frederickton 2440,Kempsey,"Buildings B001, B003 and B005",-31.033583,152.879353,,,,
5064476,Gladstone Public School,Built,1,Gladstone,13 Kinchela Street Gladstone 2440,Kempsey,"Buildings B00A, B00B and B00E and Bell",-31.026485,152.946508,,,,
5064477,Millbank Public  School,Built,1,Millbank,506 Hickeys Creek Road Millbank 2440,Kempsey,Building B00A and Memorial Gates,,,,,,
5064478,Millbank Public  School,Built,1,Millbank,506 Hickeys Creek Road Millbank 2440,Kempsey,Building B00E,,,,,,
5064479,Kempsey High School,Built,1,West Kempsey,Broughton Street West Kempsey 2440,Kempsey,Buildings B00B and B00G,-31.06806,152.824202,,,,
5064480,Willawarrin Public School,Built,1,Willawarrin,85-91 Armidale Road Willawarrin 2440,Kempsey,Buildings B00B and B00C,-30.925714,152.625518,,,,
5064481,Bellbrook Public School,Complex / Group,1,Bellbrook,32 Main Street Bellbrook 2440,Kempsey,,-30.819094,152.508698,,,,
5066000,Gladstone Public School,Complex / Group,1,Gladstone,13 Kinchela Street Gladstone 2440,Kempsey,,-31.026485,152.946508,,,,
5064482,Jamberoo Public School,Built,1,Jamberoo,55 Churchill Street Jamberoo 2533,Kiama,Buildings B00B and B00E,-34.644622,150.773003,,,,
5064483,Blakehurst Public School,Built,1,Blakehurst,Princes Highway Blakehurst 2221,Kogarah,"Buildings B00A, B00B and B00D",-33.98298,151.115779,,,,
5064484,Hurstville South Public School,Built,1,Hurstville,Maher Street Hurstville 2220,Kogarah,Buildings B00A and B00D,-33.972516,151.099252,,,,
5064486,Woniora Road School,Built,1,Hurstville,83-85 Woniora Road Hurstville 2220,Kogarah,Building B00A,-33.971003,151.103173,,,,
5064487,Kogarah High School,Built,1,Kogarah,28 Regent Street Kogarah 2217,Kogarah,Building B006,-33.961161,151.134227,,,,
5064488,St George Girls High School,Built,1,Kogarah,Victoria Street Kogarah 2217,Kogarah,Building B00A and Period Fence,-33.959073,151.136035,,,,
5064489,Mortdale Public School,Built,1,Mortdale,1-21 Coleborne Avenue Mortdale 2223,Kogarah,Buildings B00E and B00F,-33.972901,151.080995,,,,
5064490,Sans Souci Public School,Built,1,Sans Souci,413-415 Rocky Point Road Sans Souci 2219,Kogarah,Building B00A,-33.99499,151.12923,,,,
5064491,Hurstville Grove Public School,Complex / Group,1,Penshurst,Lansdowne Street Penshurst 2222,Kogarah,,,,,,,
5064492,Lindfield Learning Village,Built,1,Lindfield,Eton Road Lindfield 2070,Ku-Ring-Gai,Buildings B001-B005 and Landscape,-33.790062,151.160509,,,,
5064493,Wahroonga Public School,Complex / Group,1,Wahroonga,71 Burns Road Wahroonga 2076,Ku-Ring-Gai,,-33.715583,151.128476,,,,
5064494,Roseville Public School,Complex / Group,1,Roseville,19A Archbold Road Roseville 2069,Ku-Ring-Gai,,-33.781883,151.188666,,,,
5066496,Ku-ring-gai High School,Built,0,North Turramurra,403 Bobbin Head Road North Turramurra 2074,Ku-Ring-Gai,Building B00H,-33.690973,151.153809,,,,
5064495,Kyogle Public School,Built,1,Kyogle,Summerland Way Kyogle 2474,Kyogle,Building B00A and Significant Trees,-28.625165,153.003916,,,,
5064496,The Risk Public School,Built,1,The Risk,122 Gradys Creek Road The Risk 2474,Kyogle,Buildings B00A and B00F,-28.476943,152.93397,,,,
5064497,Barkers Vale Public School,Built,1,Wadeville,4501-4504 Kyogle Road Wadeville 2474,Kyogle,Buildings B00A and B00C-B00E,-28.54902,153.14927,,,,
5064498,Woodenbong Central School,Built,1,Woodenbong,42 Lindsay Street Woodenbong 2476,Kyogle,"Buildings B00D-B00F, B00J and B00K and Memorial Gates",-28.389728,152.610148,,,,
5064502,Dudley Public School,Built,1,Dudley,124 Ocean Street Dudley 2290,Lake Macquarie,Building B00C,-32.989387,151.716816,,,,
5064503,Edgeworth Public School,Built,1,Edgeworth,7 Minmi Road Edgeworth 2285,Lake Macquarie,Building B00H,-32.922892,151.620387,,,,
5064504,West Wallsend High School,Built,1,West Wallsend,20 Appletree Road West Wallsend 2286,Lake Macquarie,Landscape,-32.910565,151.581083,,,,
5064505,Morisset High School,Built,1,Morisset,133 Bridge Street Morisset 2264,Lake Macquarie,Buildings B00P and B00R,-33.104657,151.486629,,,,
5064506,Teralba Public School,Built,1,Teralba,57A York Street Teralba 2284,Lake Macquarie,Building B00A and B00D,-32.962493,151.605976,,,,
5064507,West Wallsend Public School,Built,1,West Wallsend,49A Wallace Street West Wallsend 2286,Lake Macquarie,"Buildings B00A, B00B, B00E and B00F",-32.904606,151.580707,,,,
5064508,Belmont North Public School,Archaeological-Terrestrial,1,Belmont North,Nikkin Street Belmont North 2280,Lake Macquarie,Archaeology,-33.019974,151.671344,,,,
5064510,West Wallsend High School,Complex / Group,1,West Wallsend,20 Appletree Road West Wallsend 2286,Lake Macquarie,,-32.910565,151.581083,,,,
5064511,West Wallsend Public School,Complex / Group,1,West Wallsend,49A Wallace Street West Wallsend 2286,Lake Macquarie,,-32.904606,151.580707,,,,
5066535,Teralba Public School,Complex / Group,1,Teralba,57A York Street Teralba 2284,Lake Macquarie,,-32.962493,151.605976,,,,
5064512,Greenwich Public School,Built,1,Greenwich,70A Greenwich Road Greenwich 2065,Lane Cove,Buildings B00H and Movable Item,-33.82587,151.183252,,,,
