HeritageItemID,SchoolName_x,HeritageTypeName,HeritageGroupName,EndorsedSignificance,ListingNumber,AreaHectares,AboriginalAreaName,Suburb,Address,LocalGovtAreaName,StreetNumber,StreetName,MatchName,ItemName,School_code,AgeID,SchoolName_y,Street,Town_suburb,Postcode,Latitude,Longitude
5064539,Dunoon Public School - Building B00A and Grounds,Built,,1,5,2.061,Bundjalung,Dunoon,65 James Street Dunoon 2480,Lismore,65,James Street,dunoon public school,Building B00A and Grounds,1797.0,49795.0,dunoon public school,James St,Dunoon ,2480.0,-28.686735,153.315495
5064540,"Modanville Public School - Buildings B00A, B00D and B00E and Significant Trees",Built,,1,5,1.7239,Bundjalung,Modanville,877 Dunoon Road Modanville 2480,Lismore,877,Dunoon Road,modanville public school,"Buildings B00A, B00D and B00E and Significant Trees",2585.0,49824.0,modanville public school,Dunoon Rd,Lismore ,2480.0,-28.730204,153.297192
5064541,The Rivers Secondary College - Richmond River High Campus - Building B00A and Significant Trees,Built,,1,5,0.9586,Bundjalung,North Lismore,85 Lake Street North Lismore 2480,Lismore,85,Lake Street,the rivers secondary college,Richmond River High Campus,,,,,,,,
5064543,Cullen Bullen Public School - Buildings B00A and B00D,Built,,1,5,0.8094,Wiradjuri,Cullen Bullen,15-23 Castlereagh Highway Cullen Bullen 2790,Lithgow,15-23,Castlereagh Highway,cullen bullen public school,Buildings B00A and B00D,1700.0,50961.0,cullen bullen public school,15-23 Castlereagh Hwy,Cullen Bullen ,2790.0,-33.299877,150.032317
5064544,"Lithgow Public School - Buildings B00A, B00B, B00D-B00F, B00I and B00J",Built,,1,5,1.964,Wiradjuri,Lithgow,163 Mort Street Lithgow 2790,Lithgow,163,Mort Street,lithgow public school,"Buildings B00A, B00B, B00D-B00F, B00I and B00J",2410.0,50963.0,lithgow public school,163 Mort St,Lithgow ,2790.0,-33.482092,150.160227
5064545,Meadow Flat Public School - Buildings B00A and B00C and Bell,Built,,1,5,1.222,Wiradjuri,Meadow Flat,9 Great Western Highway Meadow Flat 2795,Lithgow,9,Great Western Highway,meadow flat public school,Buildings B00A and B00C and Bell,2509.0,50982.0,meadow flat public school,2630 Great Western Highway,MEADOW FLAT,2795.0,-33.433726,149.920456
5064546,Cooerwull Public School - Archaeology,Archaeological-Terrestrial,,1,5,0.8094,Wiradjuri,Lithgow,319-321 Main Street Lithgow 2790,Lithgow,319-321,Main Street,cooerwull public school,Archaeology,1615.0,50960.0,cooerwull public school,319 Main St,Lithgow ,2790.0,-33.484053,150.142093
5064547,Meadow Flat Public School - Archaeology,Archaeological-Terrestrial,,1,5,1.222,Wiradjuri,Meadow Flat,9 Great Western Highway Meadow Flat 2795,Lithgow,9,Great Western Highway,meadow flat public school,Archaeology,2509.0,50982.0,meadow flat public school,2630 Great Western Highway,MEADOW FLAT,2795.0,-33.433726,149.920456
5064549,Capertee Public School,Complex / Group,Education,1,6,0.9443,Wiradjuri,Capertee,33-35 Castleregh Street Capertee 2846,Lithgow,33-35,Castleregh Street,capertee public school,,1501.0,51069.0,capertee public school,Castlereagh Hwy,Capertee ,2846.0,-33.147074,149.985922
5064550,Lithgow Public School,Complex / Group,Education,1,6,1.964,Wiradjuri,Lithgow,163 Mort Street Lithgow 2790,Lithgow,163,Mort Street,lithgow public school,,2410.0,50963.0,lithgow public school,163 Mort St,Lithgow ,2790.0,-33.482092,150.160227
5064551,Portland Central School,Complex / Group,Education,1,6,2.2302,Wiradjuri,Portland,14 Vale Street Portland 2847,Lithgow,14,Vale Street,portland central school,,2897.0,46350.0,portland central school,12A Wolgan Street,PORTLAND,2847.0,-33.354772,149.979653
5064552,Ashcroft High School - Memorial Gates,Built,,1,5,5.936,Dharug,Ashcroft,108 Maxwells Avenue Ashcroft 2168,Liverpool,108,Maxwells Avenue,ashcroft high school,Memorial Gates,8397.0,46380.0,ashcroft high school,108-130 Maxwells Ave,Ashcroft,2168.0,-33.920414,150.897272
5064554,Bringelly Public School - Buildings B00E-B00H,Built,,1,5,4.22,Dharug,Bringelly,1205 The Northern Road Bringelly 2171,Liverpool,1205,The Northern Road,bringelly public school,Buildings B00E-B00H,1360.0,48547.0,bringelly public school,101 Wentworth Rd,BRINGELLY,2556.0,-33.93791,150.730266
5064555,"Chipping Norton Public School - Buildings B00A-B00D, B00G and B00J",Built,,1,5,2.7617,Dharug,Chipping Norton,4 Central Avenue Chipping Norton 2170,Liverpool,4,Central Avenue,chipping norton public school,"Buildings B00A-B00D, B00G and B00J",1560.0,48534.0,chipping norton public school,4 Central Ave,Chipping Norton ,2170.0,-33.909108,150.96085
5064556,Mainsbridge School - Building B00D,Built,,1,5,0.7918,Dharug,Liverpool,118 Flowerdale Road Liverpool 2170,Liverpool,118,Flowerdale Road,mainsbridge school,Building B00D,5630.0,56216.0,mainsbridge school,70 Williamson Crescent,Warwick Farm,2170.0,-33.90964,150.928233
5064557,Luddenham Public School - Building B00C,Built,,1,5,0.721,Dharug,Luddenham,2158 The Northern Road Luddenham 2745,Liverpool,2158,The Northern Road,luddenham public school,Building B00C,2431.0,45331.0,luddenham public school,24 Jamison Street,LUDDENHAM,2745.0,-33.881331,150.691523
5064558,Liverpool Public School - Buildings B00B-B00E and Archaeology,Built,,3,5,1.67757,Dharug,Liverpool,251 Bigge Street and Railway Street Liverpool 2170,Liverpool,251,Bigge Street and Railway Street,liverpool public school,Buildings B00B-B00E and Archaeology,7424.0,48537.0,liverpool public school,Railway Street,Liverpool,2170.0,-33.923572,150.925924
5064559,Liverpool Public School,Complex / Group,Education,1,6,1.67757,Dharug,Liverpool,Railway Street Liverpool 2170,Liverpool,,Railway Street,liverpool public school,,7424.0,48537.0,liverpool public school,Railway Street,Liverpool,2170.0,-33.923572,150.925924
5064560,Quirindi High School - Building B00A,Built,,1,5,0.7245,Gamilaroi,Quirindi,113 Hill Street Quirindi 2343,Liverpool Plains,113,Hill Street,quirindi high school,Building B00A,8174.0,46410.0,quirindi high school,Hill St,Quirindi ,2343.0,-31.501631,150.680087
5064561,Quirindi Public School - Building B00D,Built,,1,5,1.2,Gamilaroi,Quirindi,22 Munro Street Quirindi 2343,Liverpool Plains,22,Munro Street,quirindi public school,Building B00D,3947.0,49364.0,quirindi public school,Munro St,Quirindi ,2343.0,-31.497558,150.678035
5064562,"Werris Creek Public School - Buildings B00B, B00E-B00G and B00J",Built,,1,5,0.8094,Gamilaroi,Werris Creek,68 Dewhurst Street Werris Creek 2341,Liverpool Plains,68,Dewhurst Street,werris creek public school,"Buildings B00B, B00E-B00G and B00J",3425.0,49360.0,werris creek public school,68 Dewhurst Street,WERRIS CREEK,2341.0,-31.348938,150.651466
5064563,The Rock Central School,Complex / Group,Education,1,6,1.7148,Wiradjuri,The Rock,Ford Street The Rock 2655,Lockhart,,Ford Street,the rock central school,,2976.0,50508.0,the rock central school,Ford St,The Rock ,2655.0,-35.266335,147.115239
5064564,Yerong Creek Public School,Complex / Group,Education,1,6,0.0457,Wiradjuri,Yerong Creek,23-29 Cole Street Yerong Creek 2642,Lockhart,23-29,Cole Street,yerong creek public school,,3556.0,50458.0,yerong creek public school,Cole St,Yerong Creek ,2642.0,-35.386787,147.060987
5064565,Lord Howe Island Central School,Landscape,,3,6,0.5805,,Lord Howe Island,Lagoon Road Lord Howe Island 2898,Lord Howe Island,,Lagoon Road,lord howe island central school,,1921.0,51116.0,lord howe island central school,Lagoon Rd,Lord Howe Island ,2898.0,-31.530072,159.069032
5064566,Lord Howe Island Central School - Residences,Landscape,,3,6,0.2428,,Lord Howe Island,Lots 11 and 12 Douglas Terrace Lord Howe Island 2898,Lord Howe Island,Lots 11 and 12,Douglas Terrace,lord howe island central school,Residences,1921.0,51116.0,lord howe island central school,Lagoon Rd,Lord Howe Island ,2898.0,-31.530072,159.069032
5064567,"Maitland High School - Buildings B00A, B00B, B00L, B00P and B00W",Built,,1,5,0.1859,Wanaruah,East Maitland,30 High Street East Maitland 2323,Maitland,30,High Street,maitland high school,"Buildings B00A, B00B, B00L, B00P and B00W",8126.0,49191.0,maitland high school,20-32 High Street,EAST MAITLAND,2323.0,-32.747365,151.597333
5064568,Maitland East Public School - Building B00A,Built,,1,5,2.037,Wanaruah,East Maitland,28 William Street East Maitland 2323,Maitland,28,William Street,maitland east public school,Building B00A,2451.0,49192.0,maitland east public school,William St,EAST MAITLAND,2323.0,-32.748991,151.585256
5064569,"Largs Public School - Buildings B00A-B00C, B00E, B00G and Residence",Built,,1,5,1.14536,Eora,Largs,1-5 Hunter Street Largs 2320,Maitland,1-May,Hunter Street,largs public school,"Buildings B00A-B00C, B00E, B00G and Residence",2374.0,49179.0,largs public school,1-5 Hunter St,Largs ,2320.0,-32.700491,151.60564
5064570,Maitland Public School - Buildings B00A-B00F,Built,,1,5,1.245813,Wanaruah,Maitland,70 Elgin Street Maitland 2320,Maitland,70,Elgin Street,maitland public school,Buildings B00A-B00F,3949.0,49157.0,maitland public school,70 Elgin Street,MAITLAND,2320.0,-32.73546,151.553306
5064571,Morpeth Public School - Building B00A,Built,,1,5,0.8574,Wanaruah,Morpeth,46 High Street Morpeth 2321,Maitland,46,High Street,morpeth public school,Building B00A,2623.0,49182.0,morpeth public school,High St,Morpeth ,2321.0,-32.725663,151.632128
5065568,Maitland Public School,Complex / Group,Education,1,6,0.9453,Wanaruah,Maitland,70 Elgin Street Maitland 2320,Maitland,70,Elgin Street,maitland public school,,3949.0,49157.0,maitland public school,70 Elgin Street,MAITLAND,2320.0,-32.73546,151.553306
5065569,Maitland East Public School,Complex / Group,Education,1,6,2.1388,Wanaruah,East Maitland,26 William Street East Maitland 2323,Maitland,26,William Street,maitland east public school,,2451.0,49192.0,maitland east public school,William St,EAST MAITLAND,2323.0,-32.748991,151.585256
5065570,Nillo Infants School,Complex / Group,Education,1,6,0.27543,Wanaruah,Lorn,Belmore Road Lorn 2320,Maitland,,Belmore Road,nillo infants school,,5128.0,49159.0,nillo infants school,37 Belmore Road,LORN,2320.0,-32.727541,151.559611
5065571,Morpeth Public School,Complex / Group,Education,1,6,0.8574,Wanaruah,Morpeth,46 High Street Morpeth 2321,Maitland,46,High Street,morpeth public school,,2623.0,49182.0,morpeth public school,High St,Morpeth ,2321.0,-32.725663,151.632128
5065572,"Manly West Public School - Buildings B00D, B00E and B00G and Significant Trees",Landscape,,1,5,2.155,Eora,Balgowlah,Griffiths Street Balgowlah 2093,Manly,,Griffiths Street,manly west public school,"Buildings B00D, B00E and B00G and Significant Trees",2469.0,47697.0,manly west public school,Griffith St,Balgowlah ,2093.0,-33.791875,151.268753
5065573,Manly Village Public School - Building B00C,Built,,1,5,0.5826,Eora,Manly,Darley Road Manly 2095,Manly,,Darley Road,manly village public school,Building B00C,3950.0,44413.0,manly village public school,Darley Rd,Manly ,2095.0,-33.7994,151.287627
5065574,Manly Village Public School - Building B00D,Built,,1,5,0.0785,Eora,Manly,12 Wentworth Street Manly 2095,Manly,12,Wentworth Street,manly village public school,Building B00D,3950.0,44413.0,manly village public school,Darley Rd,Manly ,2095.0,-33.7994,151.287627
5065575,"Manly Village Public School - Buildings B00A, B00B and 1882 Parapet Monument",Built,,1,5,0.5826,Eora,Manly,Darley Road Manly 2095,Manly,,Darley Road,manly village public school,"Buildings B00A, B00B and 1882 Parapet Monument",3950.0,44413.0,manly village public school,Darley Rd,Manly ,2095.0,-33.7994,151.287627
5065576,Manly Village Public School,Complex / Group,Education,1,6,0.5826,Eora,Manly,Darley Road Manly 2095,Manly,,Darley Road,manly village public school,,3950.0,44413.0,manly village public school,Darley Rd,Manly ,2095.0,-33.7994,151.287627
5065577,Bridge Road School - Buildings B00A and B00G,Built,,1,5,0.3728,Eora,Camperdown,127 Parramatta Road Camperdown 2050,Marrickville,127,Parramatta Road,bridge road school,Buildings B00A and B00G,5540.0,56178.0,bridge road school,127 Parramatta Rd,Camperdown ,2050.0,-33.887445,151.175254
5065580,Dulwich Hill High School - Building B00C,Built,,1,5,1.507,Eora,Dulwich Hill,1-9 Seaview Street Dulwich Hill 2203,Marrickville,1-Sep,Seaview Street,dulwich hill high school,Building B00C,,,,,,,,
5065581,Marrickville Public School - Buildings B00A-B00D and B00K,Built,,1,5,1.949,Eora,Marrickville,116 Chapel Street Marrickville 2204,Marrickville,116,Chapel Street,marrickville public school,Buildings B00A-B00D and B00K,3952.0,48583.0,marrickville public school,Chapel St,Marrickville ,2204.0,-33.906705,151.162658
5065582,"Marrickville West Public School - Buildings B00A, B00B and B00G",Built,,1,5,1.422,Eora,Marrickville,2A Beauchamp Street Marrickville 2204,Marrickville,2A,Beauchamp Street,marrickville west public school,"Buildings B00A, B00B and B00G",3951.0,48584.0,marrickville west public school,Livingstone Rd,Marrickville ,2204.0,-33.914468,151.145073
5065583,Ferncourt Public School - Building B00A,Built,,1,5,1.129,Eora,Marrickville,74 Premier Street Marrickville 2204,Marrickville,74,Premier Street,ferncourt public school,Building B00A,5114.0,48582.0,ferncourt public school,Premier St,Marrickville ,2204.0,-33.921393,151.151497
5065584,"Australia Street Infants School - Buildings B00A, B00B, B00D and B00F",Built,,1,5,0.335,Eora,Newtown,229 Australia Street Newtown 2042,Marrickville,229,Australia Street,australia street infants school,"Buildings B00A, B00B, B00D and B00F",5104.0,47590.0,australia street infants school,Australia St,Newtown ,2042.0,-33.895783,151.177607
5065586,"Camdenville Public School - Buildings B002, B003, B007 and B008",Built,,1,5,1.57368,Eora,Newtown,127-137 Wells Street Newtown 2042,Marrickville,127-137,Wells Street,camdenville public school,"Buildings B002, B003, B007 and B008",1483.0,47591.0,camdenville public school,Laura St,Newtown ,2042.0,-33.906146,151.175741
5065587,Fort Street High School - Buildings B00A and B00B,Built,,1,5,3.914,Eora,Petersham,620 Parramatta Road Petersham 2049,Marrickville,620,Parramatta Road,fort street high school,Buildings B00A and B00B,8504.0,47605.0,fort street high school,620 PARRAMATTA ROAD,PETERSHAM,2049.0,-33.890196,151.1529
5065588,Stanmore Public School - Buildings B00B and B00C,Built,,1,5,1.6699,Eora,Stanmore,96 Cambridge Street Stanmore 2048,Marrickville,96,Cambridge Street,stanmore public school,Buildings B00B and B00C,7436.0,47604.0,stanmore public school,Cnr Cambridge and Holt St,Stanmore ,2048.0,-33.895506,151.165283
5065589,St Peters Public School - Buildings B00A and B00C,Built,,1,5,1.9329,Eora,Petersham,93A Church Street Petersham 2049,Marrickville,93A,Church Street,st peters public school,Buildings B00A and B00C,3032.0,47595.0,st peters public school,Church St,St Peters ,2044.0,-33.912993,151.176696
5065590,Tempe High School and Tempe Public School - Buildings B00B and B00BS,Built,,1,5,3.578,Eora,Tempe,119 Unwins Bridge Road Tempe 2044,Marrickville,119,Unwins Bridge Road,tempe high school and tempe public school,Buildings B00B and B00BS,,,,,,,,
5065591,Bridge Road School,Complex / Group,Education,1,6,0.4657,Eora,Camperdown,2 Victory Lane Camperdown 2050,Marrickville,2,Victory Lane,bridge road school,,5540.0,56178.0,bridge road school,127 Parramatta Rd,Camperdown ,2050.0,-33.887445,151.175254
5065592,Australia Street Infants School,Complex / Group,Education,1,6,0.335,Eora,Newtown,229 Australia Street Newtown 2042,Marrickville,229,Australia Street,australia street infants school,,5104.0,47590.0,australia street infants school,Australia St,Newtown ,2042.0,-33.895783,151.177607
5066038,Stanmore Public School,Complex / Group,Education,1,6,1.6699,Eora,Stanmore,96 Cambridge Street Stanmore 2048,Marrickville,96,Cambridge Street,stanmore public school,,7436.0,47604.0,stanmore public school,Cnr Cambridge and Holt St,Stanmore ,2048.0,-33.895506,151.165283
5067115,"NSW School of Languages - Buildings B0CC, B0DD and B0EE",Built,,1,5,,Eora,Petersham,West Street Petersham 2049,Marrickville,,West Street,nsw school of languages,"Buildings B0CC, B0DD and B0EE",8588.0,66878.0,nsw school of languages,35 West Street,Petersham,2049.0,-33.894807,151.150285
5065595,Goolma Public School - Buildings B00A-B00C,Built,,1,5,0.8094,Wiradjuri,Goolma,16 Gollan Road Goolma 2852,Mid-Western Regional,16,Gollan Road,goolma public school,Buildings B00A-B00C,2036.0,51084.0,goolma public school,Gollan Rd,Goolma ,2852.0,-32.3688,149.26901
5065596,Red Hill Environmental Education Centre - Building B00A,Built,,1,5,,Wiradjuri,Gulgong,41 White Street Gulgong 2852,Mid-Western Regional,41,White Street,red hill environmental education centre,Building B00A,5750.0,63688.0,red hill environmental education centre,Saunders Ave,Gulgong ,2852.0,-32.364632,149.536274
5065597,Red Hill Environmental Education Centre - Building B00B,Built,,1,5,,Wiradjuri,Gulgong,41 White Street Gulgong 2852,Mid-Western Regional,41,White Street,red hill environmental education centre,Building B00B,5750.0,63688.0,red hill environmental education centre,Saunders Ave,Gulgong ,2852.0,-32.364632,149.536274
5065598,Ilford Public School - Building B00C,Built,,1,5,2.034,Wiradjuri,Ilford,6943 Castlereagh Highway Ilford 2850,Mid-Western Regional,6943,Castlereagh Highway,ilford public school,Building B00C,2201.0,51076.0,ilford public school,Castlereagh Hwy,Ilford ,2850.0,-32.966702,149.855478
5065599,Kandos High School - Building B00C,Built,,1,5,0.2024,Wiradjuri,Kandos,16-38 Fleming Street Kandos 2848,Mid-Western Regional,16-38,Fleming Street,kandos high school,Building B00C,8318.0,46342.0,kandos high school,Fleming St,Kandos ,2848.0,-32.855738,149.974588
5065600,Mudgee High School - Building B00A,Built,,1,5,3.981,Wiradjuri,Mudgee,41 Douro Street Mudgee 2850,Mid-Western Regional,41,Douro Street,mudgee high school,Building B00A,8128.0,51078.0,mudgee high school,41 Douro St,Mudgee ,2850.0,-32.597793,149.583627
5065601,Mudgee Public School - Buildings B002 and B011,Built,,1,5,2.944,Wiradjuri,Mudgee,44 Perry Street Mudgee 2850,Mid-Western Regional,44,Perry Street,mudgee public school,Buildings B002 and B011,2656.0,51079.0,mudgee public school,Perry St,Mudgee ,2850.0,-32.59594,149.583964
5065602,Mudgee Public School - Building B001,Built,,1,5,2.944,Wiradjuri,Mudgee,44 Perry Street Mudgee 2850,Mid-Western Regional,44,Perry Street,mudgee public school,Building B001,2656.0,51079.0,mudgee public school,Perry St,Mudgee ,2850.0,-32.59594,149.583964
5065603,Mudgee Public School - Building B00A,Built,,1,5,2.944,Wiradjuri,Mudgee,44 Perry Street Mudgee 2850,Mid-Western Regional,44,Perry Street,mudgee public school,Building B00A,2656.0,51079.0,mudgee public school,Perry St,Mudgee ,2850.0,-32.59594,149.583964
5065605,Mudgee High School,Complex / Group,Education,1,6,4.05245,Wiradjuri,Mudgee,41 Douro Street Mudgee 2850,Mid-Western Regional,41,Douro Street,mudgee high school,,8128.0,51078.0,mudgee high school,41 Douro St,Mudgee ,2850.0,-32.597793,149.583627
5065606,Mudgee Public School,Complex / Group,Education,1,6,3.1464,Wiradjuri,Mudgee,44 Perry Street Mudgee 2850,Mid-Western Regional,44,Perry Street,mudgee public school,,2656.0,51079.0,mudgee public school,Perry St,Mudgee ,2850.0,-32.59594,149.583964
5065607,Gulgong Public School and High School,Complex / Group,Education,1,6,4.047,Wiradjuri,Gulgong,40-66 Belmore Street Gulgong 2852,Mid-Western Regional,40-66,Belmore Street,gulgong public school and high school,,,,,,,,,
5065608,Red Hill Environmental Education Centre,Complex / Group,Education,1,6,,Wiradjuri,Gulgong,41 White Street Gulgong 2852,Mid-Western Regional,41,White Street,red hill environmental education centre,,5750.0,63688.0,red hill environmental education centre,Saunders Ave,Gulgong ,2852.0,-32.364632,149.536274
5065609,Rylstone Public School,Complex / Group,Education,1,6,1.1736,Wiradjuri,Rylstone,25 Mudgee Street Rylstone 2849,Mid-Western Regional,25,Mudgee Street,rylstone public school,,3025.0,51073.0,rylstone public school,25-27 Mudgee Street,RYLSTONE,2849.0,-32.795564,149.972877
5065610,Hargraves Public School,Complex / Group,Education,1,6,1.621,Wiradjuri,Hargraves,66 Merinda Street Hargraves 2850,Mid-Western Regional,66,Merinda Street,hargraves public school,,2136.0,51074.0,hargraves public school,Merinda St,Hargraves ,2850.0,-32.783336,149.461924
5065611,Mosman Public School - Building B00B,Built,,1,5,1.218,Guringai,Mosman,2 Gouldsbury Street Mosman 2088,Mosman,2,Gouldsbury Street,mosman public school,Building B00B,7430.0,46126.0,mosman public school,27 Belmont Rd,Mosman ,2088.0,-33.828052,151.241198
5065612,Mosman High School - Buildings B00A and B00D,Built,,1,5,1.43839,Guringai,Mosman,745 Military Road Mosman 2088,Mosman,745,Military Road,mosman high school,Buildings B00A and B00D,8326.0,47689.0,mosman high school,Military Rd,MOSMAN,2088.0,-33.829677,151.243425
5065613,Middle Harbour Public School - Building B00K,Built,,1,5,0.0954,Eora,Mosman,8 Hale Road Mosman 2088,Mosman,8,Hale Road,middle harbour public school,Building B00K,2543.0,47688.0,middle harbour public school,8 Hale Rd,Mosman ,2088.0,-33.82282,151.2327
5065614,Mosman High School,Complex / Group,Education,1,6,0.4137,Guringai,Mosman,745 Military Road Mosman 2088,Mosman,745,Military Road,mosman high school,,8326.0,47689.0,mosman high school,Military Rd,MOSMAN,2088.0,-33.829677,151.243425
5065615,Muswellbrook High School - Building B00K,Built,,1,5,0.8091,Wanaruah,Muswellbrook,King Street Muswellbrook 2333,Muswellbrook,,King Street,muswellbrook high school,Building B00K,8164.0,46400.0,muswellbrook high school,1 King Street,MUSWELLBROOK,2333.0,-32.268737,150.897592
5065616,Muswellbrook High School - Buildings B00B and B00E,Built,,1,5,0.8091,Wanaruah,Muswellbrook,King Street Muswellbrook 2333,Muswellbrook,,King Street,muswellbrook high school,Buildings B00B and B00E,8164.0,46400.0,muswellbrook high school,1 King Street,MUSWELLBROOK,2333.0,-32.268737,150.897592
5065617,"Bowraville Central School - Buildings  B00A, B00B, B00G, B00I and B00L-B00P",Built,,1,5,1.76749,Gumbainggar,Bowraville,High Street Bowraville 2449,Nambucca,,High Street,bowraville central school,"Buildings  B00A, B00B, B00G, B00I and B00L-B00P",1336.0,46363.0,bowraville central school,23 High Street,BOWRAVILLE,2449.0,-30.645289,152.853898
5065618,Bowraville Central School,Complex / Group,Education,1,6,0.7365,Gumbainggar,Bowraville,High Street Bowraville 2449,Nambucca,,High Street,bowraville central school,,1336.0,46363.0,bowraville central school,23 High Street,BOWRAVILLE,2449.0,-30.645289,152.853898
5065621,"Narrandera Public School - Buildings B00A, B00C, B00D, B00F, B00G and B00S",Built,,1,5,0.2148,Wiradjuri,Narrandera,85 Bolton Street Narrandera 2700,Narrandera,85,Bolton Street,narrandera public school,"Buildings B00A, B00C, B00D, B00F, B00G and B00S",2710.0,50551.0,narrandera public school,Adam St,Narrandera ,2700.0,-34.744466,146.547854
5065622,Adamstown Administrative Office - Buildings B00A-B00D,Built,,1,5,0.5506,Awabakal,Adamstown,201 Brunker Road Adamstown 2289,Newcastle,201,Brunker Road,adamstown administrative office,Buildings B00A-B00D,,,,,,,,
5065623,Beresfield Public School - Building B00B,Built,,1,5,1.15588,Awabakal,Beresfield,181-183 Anderson Drive Beresfield 2322,Newcastle,181-183,Anderson Drive,beresfield public school,Building B00B,1201.0,49183.0,beresfield public school,Cnr Anderson Dr & Lawson Ave,Beresfield,2322.0,-32.803964,151.654863
5065624,"Hunter School of the Performing Arts - Buildings B00G, B00H, B00J and B00Q",Built,,1,5,6.071,Awabakal,Broadmeadow,115 Lambton Road Broadmeadow 2292,Newcastle,115,Lambton Road,hunter school of the performing arts,"Buildings B00G, B00H, B00J and B00Q",,,,,,,,
5065625,Carrington Public School - Buildings B00A and B00B,Built,,1,5,0.5564,Awabakal,Carrington,88 Young Street Carrington 2294,Newcastle,88,Young Street,carrington public school,Buildings B00A and B00B,1518.0,49108.0,carrington public school,Young St,Carrington ,2294.0,-32.912446,151.765328
5065626,Newcastle High School - Cooks Hill Campus - Building B003,Built,,1,5,0.3246,Awabakal,Cooks Hill,102 Laman Street Cooks Hill 2300,Newcastle,102,Laman Street,newcastle high school,Cooks Hill Campus,8509.0,49142.0,newcastle high school,160/200 Park Way Ave,HAMILTON,2303.0,-32.931677,151.758378
5065627,Hamilton Public School - Buildings B00A-B00D,Built,,1,5,0.5164,Awabakal,Hamilton,1A Dixon Street Hamilton 2303,Newcastle,1A,Dixon Street,hamilton public school,Buildings B00A-B00D,7420.0,45311.0,hamilton public school,Tudor St,Hamilton ,2303.0,-32.924141,151.74331
5065628,"Newcastle High School - Buildings B00A-B00E, B00G-B00I, B00L and B00P",Built,,1,5,4.6422,Awabakal,Newcastle West,25A National Park Street Newcastle West 2302,Newcastle,25A,National Park Street,newcastle high school,"Buildings B00A-B00E, B00G-B00I, B00L and B00P",8509.0,49142.0,newcastle high school,160/200 Park Way Ave,HAMILTON,2303.0,-32.931677,151.758378
5065629,Islington Public School - Building B00B and Significant Trees,Built,,1,5,0.5741,Awabakal,Islington,17 Hubbard Street Islington 2296,Newcastle,17,Hubbard Street,islington public school,Building B00B and Significant Trees,2212.0,49112.0,islington public school,Hubbard St,Islington ,2296.0,-32.911412,151.744091
5065630,Lambton Public School - Buildings B00B and B00C,Built,,1,5,2.0,Awabakal,Lambton,18 Croudace Street Lambton 2299,Newcastle,18,Croudace Street,lambton public school,Buildings B00B and B00C,2366.0,49121.0,lambton public school,18-30 Croudace St,LAMBTON,2299.0,-32.911705,151.704134
5065631,"Mayfield East Public School - Buildings B00A, B00B, B00D and B00E",Built,,1,5,1.48809,Awabakal,Mayfield,34 Crebert Street Mayfield 2304,Newcastle,34,Crebert Street,mayfield east public school,"Buildings B00A, B00B, B00D and B00E",2506.0,49144.0,mayfield east public school,32 Crebert Street,Mayfield East ,2304.0,-32.89536,151.748666
5065632,Mayfield West Public School - Buildings B00B and B00C,Built,,1,5,1.571,Awabakal,Mayfield West,7 Gregson Avenue Mayfield West 2304,Newcastle,7,Gregson Avenue,mayfield west public school,Buildings B00B and B00C,2507.0,49145.0,mayfield west public school,Gregson Ave,Mayfield ,2304.0,-32.888697,151.730116
5065633,Minmi Public School - Bell and Foundation Stones,Built,,1,5,1.54682,Awabakal,Minmi,56 Woodford Street Minmi 2287,Newcastle,56,Woodford Street,minmi public school,Bell and Foundation Stones,2571.0,49022.0,minmi public school,Woodford St,Minmi ,2287.0,-32.876125,151.617471
5065634,New Lambton Public School - Buildings B00B and B00C,Built,,1,5,0.950345,Awabakal,New Lambton,66 Regent Street New Lambton 2305,Newcastle,66,Regent Street,new lambton public school,Buildings B00B and B00C,2738.0,49148.0,new lambton public school,Regent St,New Lambton ,2305.0,-32.922604,151.712784
5065635,John Hunter Hospital School - Curtilage,Built,,1,5,,Awabakal,New Lambton,14 Lookout Road New Lambton 2305,Newcastle,14,Lookout Road,john hunter hospital school,Curtilage,5558.0,67664.0,john hunter hospital school,Ward J2 Lookout Road,New Lambton Heights,2305.0,-32.921378,151.697398
5065636,Stockton Public School - Buildings B00A-B00C and B00H,Built,,1,5,1.8465,Awabakal,Stockton,1/10 Clyde Street Stockton 2295,Newcastle,1-Oct,Clyde Street,stockton public school,Buildings B00A-B00C and B00H,3110.0,49110.0,stockton public school,10 Clyde St,Stockton ,2295.0,-32.910956,151.781095
5065637,Newcastle East Public School - Building B00A and Period Fence,Built,,1,5,0.71324,Awabakal,The Hill,48 Brown Street The Hill 2300,Newcastle,48,Brown Street,newcastle east public school,Building B00A and Period Fence,2736.0,49123.0,newcastle east public school,Tyrrell St,Newcastle ,2300.0,-32.930285,151.776915
5065638,The Junction Public School - Buildings B00H and B00I,Built,,1,5,2.70035,Awabakal,The Junction,16 Watkins Street The Junction 2291,Newcastle,16,Watkins Street,the junction public school,Buildings B00H and B00I,2246.0,49101.0,the junction public school,Union St,Merewether ,2291.0,-32.939964,151.758644
