HeritageItemID,ItemName,HeritageTypeName,HeritageGroupName,EndorsedSignificance,DataEntryStatus,AssessedSignificance,ListingNumber,OwnerCode1,OwnerCode2,OwnerCode3,AreaHectares,AboriginalAreaName,Suburb,Address,LocalGovtAreaName,StreetNumber,StreetName,Property
5065927,Bowral Public School - Residence and Oval,Complex / Group,Education,1,Basic,1,6,13440,1335,South East and Tablelands,0.4049,Gandangara,Bowral,49 Bendooley Street Bowral 2576,Wingecarribee,49,Bendooley Street,1 2 1 802776
5065928,Berrima Public School,Complex / Group,Education,1,Basic,1,6,12332,1209,South East and Tablelands,1.8882,Gandangara,Berrima,Oxley Street Berrima 2577,Wingecarribee,,Oxley Street,1 1 1 782713
5065929,Burrawang Public School,Complex / Group,Education,1,Basic,1,6,13346,1445,South East and Tablelands,0.6252,Gandangara,Burrawang,24 Church Street Burrawang 2577,Wingecarribee,24,Church Street,1 2 1 846891
5065930,Moss Vale Public School,Complex / Group,Education,1,Basic,1,6,10747,2631,South East and Tablelands,2.7899,Gandangara,Moss Vale,12 Browley Street Moss Vale 2577,Wingecarribee,12,Browley Street,1 1 1 108591
5065931,Mittagong Public School,Complex / Group,Education,1,Basic,1,6,10557,2581,South East and Tablelands,0.1644,Gandangara,Mittagong,19 Pioneer Street Mittagong 2575,Wingecarribee,19,Pioneer Street,1 1 Section 9 1 1289
5065932,Appin Public School - Building B00G,Built,,1,Basic,1,5,12286,1045,Metro South West,0.7226,Gandangara,Appin,97 Appin Road Appin 2560,Wollondilly,97,Appin Road,2 1 1 782250
5065933,Bargo Public School - Buildings B00C,Built,,1,Basic,1,5,12535,1134,Metro South West,0.1486,Gandangara,Bargo,122 Hawthorne Road Bargo 2574,Wollondilly,122,Hawthorne Road,2 70 1 9024
5065934,Bargo Public School - Building B00M,Built,,1,Basic,1,5,12535,1134,Metro South West,1.1828,Gandangara,Bargo,245-261 Great Southern Road Bargo 2574,Wollondilly,245-261,Great Southern Road,1 17-21 1 9024
5065935,Cawdor Public School - Building B00A,Built,,1,Basic,1,5,12233,1537,Metro South West,1.1129,Gandangara,Cawdor,685 Cawdor Road Cawdor 2570,Wollondilly,685,Cawdor Road,1 1 1 782221
5065936,Mount Hunter Public School - Buildings B00A and B00B,Built,,1,Basic,1,5,12610,2640,Metro South West,1.214,Gandangara,Mount Hunter,165 Burragorang Road Mount Hunter 2570,Wollondilly,165,Burragorang Road,1 1 1 816035
5065937,The Oaks Public School - Buildings B00C and B00J,Built,,1,Basic,1,5,10629,2793,Metro South West,0.4452,Gandangara,The Oaks,5 Burragorang Street The Oaks 2570,Wollondilly,5,Burragorang Street,1 1 1 795174
5065938,Thirlmere Public School - Buildings B00B and B00C,Built,,1,Basic,1,5,11340,3201,Metro South West,1.023,Gandangara,Thirlmere,10 Oaks Street Thirlmere 2572,Wollondilly,10,Oaks Street,1 1 1 598357
5065939,Picton Public School,Complex / Group,Education,1,Basic,1,6,11537,2867,Metro South West,1.6599,Gandangara,Picton,27 Lumsdaine Street Picton 2571,Wollondilly,27,Lumsdaine Street,1 3-9 Section 2 1 2893
5065941,Thirlmere Public School,Complex / Group,Education,1,Basic,1,6,11340,3201,Metro South West,1.023,Gandangara,Thirlmere,10 Oaks Street Thirlmere 2572,Wollondilly,10,Oaks Street,2 1 1 598357
5065942,Warragamba Public School,Complex / Group,Education,1,Basic,1,6,11383,3744,Metro South West,2.187,Gandangara,Warragamba,2 Weir Road Warragamba 2752,Wollondilly,2,Weir Road,1 77 1 210649
5065943,Austinmer Public School - Building B00B,Built,,1,Basic,1,5,10195,1076,Illawarra,0.8941,Dhawa,Austinmer,92-94 Lawrence Hargrave Drive Austinmer 2515,Wollongong City,92-94,Lawrence Hargrave Drive,1 1 1 119024
5065944,Balgownie Public School - Building B00B and Residence,Built,,1,Basic,1,5,13099,1106,Illawarra,1.69,Dhawa,Balgownie,220 Balgownie Road Balgownie 2519,Wollongong City,220,Balgownie Road,2 1 1 709601
5065945,Corrimal Public School - Building B00F,Built,,1,Basic,1,5,12363,1661,Illawarra,0.141,Dhawa,Corrimal,96-98 Princes Highway Corrimal 2518,Wollongong City,96-98,Princes Highway,1 1 1 835462
5065946,Corrimal Public School - Buildings B00A and B00B,Built,,1,Basic,1,5,12363,1661,Illawarra,1.37,Dhawa,Corrimal,100 Princes Highway Corrimal 2518,Wollongong City,100,Princes Highway,1 2 1 835462
5065947,Helensburgh Public School - Building B00B,Built,,1,Basic,1,5,13078,2153,Illawarra,0.8094,Dhawa,Helensburgh,11 Fletcher Street Helensburgh 2508,Wollongong City,11,Fletcher Street,1 136 1 752033
5065948,Mount Kembla Public School - Buildings B00A and B00C,Built,,1,Basic,1,5,10656,2643,Illawarra,0.8043,Dhawa,Mount Kembla,323-327 Cordeaux Road Mount Kembla 2526,Wollongong City,323-327,Cordeaux Road,1 4 1 126784
5065949,Mount Keira Public School - Buildings B00A and B00C-B00G,Built,,1,Basic,1,5,12946,2642,Illawarra,1.1433,Dhawa,Mount Keira,255 Mount Keira Road Mount Keira 2500,Wollongong City,255,Mount Keira Road,1 1 1 308171
5065950,Scarborough Public School - Building B00A,Built,,1,Basic,1,5,11280,3045,Illawarra,0.0342,Dhawa,Scarborough,371-381 Lawrence Hargrave Drive Scarborough 2515,Wollongong City,371-381,Lawrence Hargrave Drive,1 29 Section 2 1 2281
5065951,"Thirroul Public School - Buildings B00A, B00B and B00E",Built,,1,Basic,1,5,12875,3201,Illawarra,2.193,Dhawa,Thirroul,11 Roxburgh Avenue Thirroul 2515,Wollongong City,11,Roxburgh Avenue,1 100 1 634133
5065952,Wollongong Public School - Buildings B00B-B00D and Wollongong High School of Perfoming Arts - Building B00J,Built,,1,Basic,1,5,13128,3954/8143,Illawarra,1.40923,Dhawa,Wollongong,67A Church Street Wollongong 2500,Wollongong City,67A,Church Street,1 1 1 61915
5065953,Woonona Public School - Building B006,Built,,1,Basic,1,5,11784,3510,Illawarra,0.38197,Dhawa,Wollongong,5A Gray Street Wollongong 2500,Wollongong City,5A,Gray Street,1 1 and 2 0 795373
5065954,Mount Keira Public School,Complex / Group,Education,1,Basic,1,6,12946,2642,Illawarra,1.1433,Dhawa,Mount Keira,255 Mount Keira Road Mount Keira 2500,Wollongong City,255,Mount Keira Road,1 1 1 308171
5065955,Bellevue Hill Public School - Significant Trees,Landscape,,1,Basic,1,5,11260,1179,Metro Central,0.74488,Eora,Bellevue Hill,163A Victoria Road Bellevue Hill 2023,Woollahra,163A,Victoria Road,1 1 1 797470
5065956,Double Bay Public School - Building B00A and Period gate posts,Built,,1,Basic,1,5,12475,1768,Metro Central,0.7329,Eora,Double Bay,40 Ocean Avenue Double Bay 2028,Woollahra,40,Ocean Avenue,1 2 1 220568
5065957,"Glenmore Road Public School - Buildings B00A, B00D and B00E and Period Wall",Built,,1,Basic,1,5,10387,2009,Metro Central,0.806,Eora,Paddington,269 Glenmore Road Paddington 2021,Woollahra,269,Glenmore Road,1 1 1 1136404
5065958,Woollahra Public School - Buildings B00A and B00B,Built,,1,Basic,1,5,11928,7442,Metro Central,0.7259,Eora,Woollahra,Forth Street Woollahra 2025,Woollahra,,Forth Street,1 1-6 1 795238
5065959,Glenmore Road Public School,Complex / Group,Education,1,Basic,1,6,10387,2009,Metro Central,0.806,Eora,Paddington,269 Glenmore Road Paddington 2021,Woollahra,269,Glenmore Road,1 1 1 1136404
5065960,Woollahra Public School,Complex / Group,Education,1,Basic,1,6,11928,7442,Metro Central,0.7259,Eora,Woollahra,Forth Street Woollahra 2025,Woollahra,,Forth Street,1 1-6 1 795238
5065963,Dooralong Public School - Building B00B,Built,,1,Basic,1,5,10793,1760,Central Coast,4.0464,Darkinjung,Dooralong,1046 Dooralong Road Dooralong 2259,Wyong,1046,Dooralong Road,1 218 1 755271
5065964,Dooralong Public School - Landscape,Landscape,,1,Basic,1,5,10793,1760,Central Coast,4.0464,Darkinjung,Dooralong,1046 Dooralong Road Dooralong 2259,Wyong,1046,Dooralong Road,1 218 1 755271
5065966,Jilliby Public School - Building B00A and Significant Tree,Built,,1,Basic,1,5,12552,2236,Central Coast,1.6408,Darkinjung,Jilliby,352 Jilliby Road Jilliby 2259,Wyong,352,Jilliby Road,1 1 1 578580
5065967,Ourimbah Public School - Building B00E,Built,,1,Basic,1,5,11780,2820,Central Coast,3.8519,Darkinjung,Ourimbah,121-123 Pacific Highway Ourimbah 2258,Wyong,121-123,Pacific Highway,1 100 1 1129450
5065968,Wyong Creek  Public School - Building B00D,Built,,1,Basic,1,5,11783,3528,Central Coast,1.8974,Darkinjung,Wyong Creek,583 Yarramalong Road Wyong Creek 2259,Wyong,583,Yarramalong Road,1 1 1 795369
5065969,Binalong Public School - Building B00B and Residence,Built,,1,Basic,1,5,12338,1230,South East and Tablelands,1.39844,Ngunawal,Binalong,10 Dickinson Street Binalong 2584,Yass Valley,10,Dickinson Street,1 1 1 195135
5065970,Bowning Public School - Building B00A,Built,,1,Basic,1,5,12384,1334,South East and Tablelands,2.4252,Ngunawal,Bowning,147 Bowning Road Bowning 2582,Yass Valley,147,Bowning Road,1 1 Section 16 1 758149
5065971,Gundaroo Public School - Building B00E and Grounds,Built,,1,Basic,1,5,12701,2014,South East and Tablelands,1.7073,Ngunawal,Gundaroo,9 Lot Street Gundaroo 2620,Yass Valley,9,Lot Street,1 10 Section 31 1 758488
5065972,Sutton Public School - Buildings B00E and B00H and Grounds,Built,,1,Basic,1,5,13164,3137,South East and Tablelands,2.88086,Ngunawal,Sutton,18 Victoria Street Sutton 2620,Yass Valley,18,Victoria Street,1 1 Section 23 1 758937
5065974,Wee Jasper Public School - Buildings B00A and B00C,Built,,1,Basic,1,5,11820,3412,South East and Tablelands,3.832,Ngunawal,Wee Jasper,6443 Wee Jasper Road Wee Jasper 2582,Yass Valley,6443,Wee Jasper Road,1 91 1 751002
5065975,"Yass Public School - Buildings B00B, B00C, B00E-B00G, B00I-B00L and B00P and Grounds",Built,,1,Basic,1,5,11477,3549,South East and Tablelands,2.039,Ngunawal,Yass,12-16 Laidlaw Street Yass 2582,Yass Valley,Dec-16,Laidlaw Street,1 11 1 880871
5065976,Gundaroo Public School,Complex / Group,Education,1,Basic,1,6,12701,2014,South East and Tablelands,1.7073,Ngunawal,Gundaroo,9 Lot Street Gundaroo 2620,Yass Valley,9,Lot Street,1 10 Section 31 1 758488
5065977,Koorawatha Public School - Building B00B,Built,,1,Basic,1,5,12591,2326,South East and Tablelands,0.6401,Wiradjuri,Koorawatha,19 Crowther Street Koorawatha 2807,Young,19,Crowther Street,1 2 1 1219270
5065978,Murringo Public School - Buildings B00A and B00F,Built,,1,Basic,1,5,10660,2681,South East and Tablelands,0.6045,Wiradjuri,Murringo,91 Murringo Gap Road Murringo 2586,Young,91,Murringo Gap Road,1 2 Section 32 1 758734
5065979,Young High School - Building B0AA,Built,,1,Basic,1,5,11896,8155,South East and Tablelands,0.6627,Wiradjuri,Young,9 Campbell Street Young 2594,Young,9,Campbell Street,1 1 1 799901
5067013,Young Regional School of Music - Victorian Residences,Built,,0,Basic,1,6,11896,799,South East and Tablelands,0.3387,Wiradjuri,Young,11 and 15-17 Campbell Street Young 2594,Young,11 and 15-17,Campbell Street,"1 1,3 and 4 1 48015"
