HeritageItemID,ItemName,HeritageTypeName,HeritageGroupName,EndorsedSignificance,DataEntryStatus,AssessedSignificance,ListingNumber,OwnerCode1,OwnerCode2,OwnerCode3,AreaHectares,AboriginalAreaName,Suburb,Address,LocalGovtAreaName,StreetNumber,StreetName,Property
5064131,Camden Park Environmental Education Centre,Landscape,,3,Basic,3,5,14631,5429,Metro South West,,Gandangara,Menangle,60 Woodbridge Road Menangle 2568,Camden,60,Woodbridge Road,1 11 1 658458
5064132,Cobbitty Public School - Buildings B00A and B00E,Built,,1,Basic,1,5,12249,1580,Metro South West,0.8094,Dhawa,Cobbitty,308 Cobbitty Road Cobbitty 2570,Camden,308,Cobbitty Road,1 1 1 782264
5064133,Narellan Public School - Buildings B00A and B00B and Landscape,Built,,1,Basic,1,5,13393,2704,Metro South West,2.157,Dharug,Narellan,290 Camden Valley Way Narellan 2567,Camden,290,Camden Valley Way,1 1 1 808100
5064134,Rossmore Public School - Buildings B00E-B00G,Built,,1,Basic,1,5,11248,2999,Metro South West,0.5571,Dharug,Rossmore,633 Bringelly Road Rossmore 2557,Camden,633,Bringelly Road,1 2 1 222510
5064136,Camden Public School,Complex / Group,Education,1,Basic,1,6,12203,1482,Metro South West,3.1033,Dhawa,Camden,25 John Street Camden 2570,Camden,25,John Street,1 2-4 1 806544
5065988,Leppington Public School - Buildings B00H-B00M,Built,,1,Basic,1,6,11175,2926,Metro South West,0.8062,Dharug,Leppington,144 Rickards Road Leppington 2171,Camden,144,Rickards Road,1 38E 1 8979
5064137,Hurlstone Agricultural High School - Building B00E,Built,,1,Basic,1,5,10435,8121,Metro South West,37.77,Dhawa,Glenfield,Roy Watts Road Glenfield 2167,Campbelltown ,,Roy Watts Road,1 21 1 1035516
5064138,Ingleburn Public School - Buildings B00A and B00F,Built,,1,Basic,1,5,11017,2206,Metro South West,0.5906,Dhawa,Ingleburn,51 Oxford Road Ingleburn 2565,Campbelltown ,51,Oxford Road,1 1 1 122332
5066343,"Ajuga, Campbell House and Glenfield Park School - Buildings B00A-B00J, B00L and B00N, Residence, Ancillary structures, Landscape and Grounds",Built,,0,Basic,3,6,10435,5748 / 5735 / 5401,Metro South West,43.12,Dhawa,Glenfield,Campbelltown Road Glenfield 2167,Campbelltown ,,Campbelltown Road,1 1 1 175963
5064139,Abbotsford Public School - Buildings B00A and B00B,Built,,1,Basic,1,5,10796,1001,Metro Central,1.77,Eora,Abbotsford,348 Great North Road Abbotsford 2046,Canada Bay,348,Great North Road,1 102 1 808766
5064140,"Mortlake Public School - Buildings B001, B004, B005 and B006; Grounds and Significant Trees",Built,,1,Basic,1,5,12995,2625,Metro Central,1.5556,Dharug,Concord,15 Archer Street Concord 2137,Canada Bay,15,Archer Street,1 1 1 729864
5064141,"Concord Public School - Buildings B00A, B00E, B00F and B00H; Grounds and Significant Trees",Built,,1,Basic,1,5,12257,1607,Metro Central,1.17591,Dharug,Concord,66 Burwood Road Concord 2137,Canada Bay,66,Burwood Road,1 1 1 194308
5064185,Concord High School - Grounds,Landscape,,1,Basic,1,5,10940,8535,Metro Central,3.37583,Eora,Concord,5 Stanley Street Concord 2137,Canada Bay,5,Stanley Street,1 1 1 60167
5064186,"Concord West Public School - Buildings B00A, B00C and B00D",Built,,1,Basic,1,5,10315,1608,Metro Central,1.6267,Eora,Concord West,368-378 Concord Road Concord West 2138,Canada Bay,368-378,Concord Road,1 1 1 385981
5064187,Rivendell School - Buildings B00A-B00D and Grounds,Built,,3,Basic,3,5,12811,5654,Metro Central,,Eora,Concord West,1A Hospital Road Concord West 2138,Canada Bay,1A,Hospital Road,1 1 1 166721
5064189,Victoria Avenue Public School - Grounds,Landscape,,1,Basic,1,5,15694,4655,Metro Central,0.9072,Eora,Concord West,64-66 Victoria Avenue Concord West 2138,Canada Bay,64-66,Victoria Avenue,1 2 1 218758
5064190,Drummoyne Public School - Building B00A,Built,,1,Basic,1,5,12478,1774,Metro Central,0.93075,Eora,Drummoyne,52 Thompson Street Drummoyne 2047,Canada Bay,52,Thompson Street,1 1 1 122899
5064191,"Five Dock Public School - Buildings B00A, B00B, B00E and B00G and Landscape",Built,,1,Basic,1,5,12519,1920,Metro Central,1.82,Eora,Five Dock,33 Henry Street Five Dock 2046,Canada Bay,33,Henry Street,1 1 1 1074723
5064192,Strathfield North Public School - Buildings B00B and B00G and Grounds,Built,,1,Basic,1,5,10779,3123,Metro Central,1.509,Eora,North Strathfield,249 Concord Road North Strathfield 2137,Canada Bay,249,Concord Road,1 1 1 117820
5064193,Drummoyne Public School,Complex / Group,Education,1,Basic,1,6,12478,1774,Metro Central,0.93075,Eora,Drummoyne,52 Thompson Street Drummoyne 2047,Canada Bay,52,Thompson Street,1 1 1 122899
5064194,Canterbury Public School - Buildings B00A-B00C and B00F,Built,,1,Basic,1,5,12213,1497,Metro South,0.2037,Eora,Canterbury,44A Church Street Canterbury 2193,Canterbury,44A,Church Street,1 4 1 782680
5064196,Ashbury Public School,Complex / Group,Education,1,Basic,1,6,10853,1064,Metro South,1.05842,Eora,Ashbury,36-76 Trevenar Street Ashbury 2193,Canterbury,36-76,Trevenar Street,1 14-23 and 36-41 1 11248
5066497,Ashbury Public School - Building B00C,Built,,0,Basic,3,6,10853,1064,Metro South,0.24026,Eora,Ashbury,36-76 Trevenar Street Ashbury 2193,Canterbury,36-76,Trevenar Street,1 21-23 1 11248
5066673,Ashbury Public School - Building B00A,Built,,0,Basic,1,6,10583,1064,Metro South,0.36738,Eora,Ashbury,36-76 Trevenar Street Ashbury 2193,Canterbury,36-76,Trevenar Street,1 14-19 1 11248
5067002,Canterbury Girls High School - Buildings B00A and B00F,Built,,0,Basic,1,6,12213,8806,Metro South,,Eora,Canterbury,44A Church Street Canterbury 2193,Canterbury,44A,Church Street,"1 43, 59-62 1 4394"
5064197,Carrathool Public School - Residence,Built,,1,Basic,1,5,12227,1517,Murray-Murrumbidgee,0.8094,Wiradjuri,Carrathool,3-5 Herriot Street Carrathool 2711,Carrathool,3-May,Herriot Street,1 1 Section 10 1 758321
5064198,"Goolgowi Public School - Buildings B00A, B00B and B00D",Built,,1,Basic,1,5,10084,2035,Murray-Murrumbidgee,2.294,Wiradjuri,Goolgowi,32-48 Moira Street Goolgowi 2652,Carrathool,32-48,Moira Street,1 1 1 820515
5064199,"Hillston Central School - Buildings B00E, B00H, B00I and B00J",Built,,1,Basic,1,5,12648,2165,Murray-Murrumbidgee,2.12042,Wiradjuri,Hillston,42-68 Moore Street Hillston 2675,Carrathool,42-68,Moore Street,1 1-20 Section 8 1 758521
5064200,Rankins Springs Public School - Buildings B00B-B00D,Built,,1,Basic,1,5,10722,2935,Murray-Murrumbidgee,2.29,Wiradjuri,Rankins Springs,13-23 Boree Street Rankins Springs 2669,Carrathool,13-23,Boree Street,1 1 Section 27 1 758868
5064201,White Cliffs Public School - Building B00A,Built,,1,Basic,1,5,11809,3435,Far West,0.8094,Bagandji,White Cliffs,Johnston Street White Cliffs 2836,Central Darling,,Johnston Street,1 47 1 757488
5064202,Wilcannia Central School - Building B00F,Built,,1,Basic,1,5,10969,3442,Far West,0.2024,Bagandji,Wilcannia,90-98 Woore Street Wilcannia 2836,Central Darling,90-98,Woore Street,1 10 Section 26 1 759091
5064203,"Cessnock Public School - Buildings B00A, B0E, B00K and B00L",Built,,1,Basic,1,5,10928,1542,Hunter,2.15,Darkinjung,Cessnock,1 Rawson Street Cessnock 2325,Cessnock,1,Rawson Street,1 1 Section 41 1 758002
5064204,Abermain Public School - Building B00A,Built,,1,Basic,1,5,12200,1003,Hunter,2.422,Wanaruah,Abermain,1 Goulburn Street Abermain 2326,Cessnock,1,Goulburn Street,1 1 Section 7 1 758004
5064205,Cessnock High School - Buildings B00A and B00B,Built,,1,Basic,1,5,12236,8108,Hunter,2.023,Darkinjung,Cessnock,49E Aberdare Road Cessnock 2325,Cessnock,49E,Aberdare Road,1 2 Section 50 1 758002
5064206,Cessnock East Public School - Building B00A,Built,,1,Basic,1,5,12234,1543,Hunter,3.167,Darkinjung,Cessnock,360 Maitland Road Cessnock 2325,Cessnock,360,Maitland Road,1 211 and 460 1 755215
5064207,Cessnock West Public School - Buildings B00A and B00E,Built,,1,Basic,1,5,12237,1545,Hunter,0.56292,Darkinjung,Cessnock,113 Alfred Street Cessnock 2325,Cessnock,113,Alfred Street,"1 1, 6-8, 14 and 15 Section A 1 9252"
5064209,Ellalong Public School - Building B00A and Memorial Gates,Built,,1,Basic,1,5,12497,1826,Hunter,1.8914,Darkinjung,Ellalong,Helena Street Ellalong 2325,Cessnock,,Helena Street,1 4 and 5 1 758382
5064210,Greta Public School - Building B00A,Built,,1,Basic,1,5,13066,2084,Hunter,1.62,Wanaruah,Greta,2a Wyndham Street Greta 2334,Cessnock,2a,Wyndham Street,1 1 1 1017034
5064211,Kearsley Public School - Building B00A and Memorial Gates,Built,,1,Basic,1,5,13083,2267,Hunter,1.188,Darkinjung,Kearsley,130 Caledonia Street Kearsley 2325,Cessnock,130,Caledonia Street,1 1 1 1063116
5064212,Kitchener Public School - Building B00A,Built,,1,Basic,1,5,12588,2315,Hunter,2.362,Darkinjung,Kitchener,35-58 Richmond Road Kitchener 2325,Cessnock,35-58,Richmond Road,1 1 Section 17 1 758576
5064216,Kurri Kurri Public School - Buildings B00A-B00E,Built,,1,Basic,1,5,12606,7422,Hunter,2.147,Awabakal,Kurri Kurri,202 Lang Street Kurri Kurri 2327,Cessnock,202,Lang Street,1 1 Section 31 1 758590
5064223,Kurri Kurri High School - Movable Item,Movable / Collection,,1,Basic,1,5,12460,8177,Hunter,0.6026,Awabakal,Kurri Kurri,11 Deakin Street Kurri Kurri 2327,Cessnock,11,Deakin Street,1 812 1 729860
5064224,Laguna Public School - Building B00A,Built,,1,Basic,1,5,12743,2356,Hunter,0.7882,Darkinjung,Laguna,3738 Great North Road Laguna 2325,Cessnock,3738,Great North Road,1 1 1 840395
5064225,Millfield Public School - Buildings B00A and B00G and Memorial Gates,Built,,1,Basic,1,5,12831,2555,Hunter,2.79452,Darkinjung,Millfield,129 Wollombi Road Millfield 2325,Cessnock,129,Wollombi Road,1 2 1 782776
5064226,Nukalba Public School - Building B00A,Built,,1,Basic,1,5,10536,2771,Hunter,1.717,Wanaruah,Nulkaba,5 O'Connors Road Nulkaba 2325,Cessnock,5,O'Connors Road,1 295 1 729086
5064227,Paxton Public School - Building B00A,Built,,1,Basic,1,5,11230,2846,Hunter,1.821,Darkinjung,Paxton,20 Anderson Avenue Paxton 2325,Cessnock,20,Anderson Avenue,1 1 1 175536
5064228,Pelaw Main Public School - Memorial Gates,Built,,1,Basic,1,5,11976,2855,Hunter,1.20485,Awabakal,Pelaw Main,10-16 Abermain Street Pelaw Main 2327,Cessnock,Oct-16,Abermain Street,1 6-9 1 758834
5064229,Weston Public School - Buildings B00A and B00E,Built,,1,Basic,1,5,11828,3431,Hunter,1.69974,Awabakal,Weston,20-34 Sixth Street Weston 2326,Cessnock,20-34,Sixth Street,1 1-3 and 5-22 Section 18 1 979187
5064230,"Wollombi Public School - Buildings B00A, B00B, B00E, B00G and B00H",Built,,1,Basic,1,5,10671,3474,Hunter,0.8092,Darkinjung,Wollombi,2847 Wollombi Road Wollombi 2325,Cessnock,2847,Wollombi Road,1 1-4 Section 8 1 759103
5064231,Wollombi Public School,Complex / Group,Education,1,Basic,1,6,10671,3474,Hunter,0.8092,Darkinjung,Wollombi,2847 Wollombi Road Wollombi 2325,Cessnock,2847,Wollombi Road,1 1-4 Section 8 1 759103
5064232,Chatsworth Island Public School - Buildings B00A and B00C,Built,,1,Basic,1,5,12239,1553,North Coast,0.8094,Bundjalung,Chatsworth Island,136-140 Chatsworth Road Chatsworth Island 2469,Clarence Valley,136-140,Chatsworth Road,1 165 1 751373
5064235,Copmanhurst Public School - Buildings B00A and B00E,Built,,1,Basic,1,5,12270,1642,North Coast,1.227,Bundjalung,Copmanhurst,11-13 Prescott Street Copmanhurst 2460,Clarence Valley,Nov-13,Prescott Street,1 2 1 870095
5064236,Grafton High School - Buildings B00D and B00L,Built,,1,Basic,1,5,12671,8117,North Coast,4.479,Gumbainggar,Grafton,85-103 Mary Street Grafton 2460,Clarence Valley,85-103,Mary Street,1 150 1 1068973
5064237,Grafton Administrative Office - Buildings D01 and D03,Built,,1,Basic,1,5,12671,210,North Coast,4.479,Gumbainggar,Grafton,85-103 Mary Street Grafton 2460,Clarence Valley,85-103,Mary Street,1 150 1 1068973
5064243,Harwood Island Public School - Buildings B00A and B00E,Built,,1,Basic,1,5,13073,2142,North Coast,1.44,Bundjalung,Harwood Island,Morpeth Street Harwood Island 2465,Clarence Valley,,Morpeth Street,1 1 1 818005
5064290,Maclean Public School - Buildings B00B and B00J,Built,,1,Basic,1,5,12785,3946,North Coast,1.87839,Gumbainggar,Maclean,Woodford Street Maclean 2463,Clarence Valley,,Woodford Street,1 1 1 123414
5064301,Chatsworth Island Public School,Complex / Group,Education,1,Basic,1,6,12239,1553,North Coast,0.8094,Bundjalung,Chatsworth Island,136-140 Chatsworth Road Chatsworth Island 2469,Clarence Valley,136-140,Chatsworth Road,1 165 1 751373
5064303,Grafton High School,Complex / Group,Education,1,Basic,1,6,12671,8117,North Coast,4.479,Gumbainggar,Grafton,85-103 Mary Street Grafton 2460,Clarence Valley,85-103,Mary Street,2 150 1 1068973
5064304,Grafton Administrative Office,Complex / Group,Education,1,Basic,1,6,12671,210,North Coast,,Gumbainggar,Grafton,85-103 Mary Street Grafton 2460,Clarence Valley,85-103,Mary Street,2 150 1 1068973
5064305,Grafton High School - Agricultural Plot 1,Complex / Group,Education,1,Basic,1,6,10391,8117,North Coast,2.436,Gumbainggar,Grafton,Bowtell Avenue Grafton 2460,Clarence Valley,,Bowtell Avenue,1 263 1 729087
5064308,Grafton High School - Agricultural Plot 2,Complex / Group,Education,1,Basic,1,6,10392,8117,North Coast,2.12,Gumbainggar,Grafton,Bowtell Avenue Grafton 2460,Clarence Valley,,Bowtell Avenue,1 262 1 729087
5064309,Harwood Island Public School,Complex / Group,Education,1,Basic,1,6,13073,2142,North Coast,1.44,Bundjalung,Harwood Island,Morpeth Street Harwood Island 2465,Clarence Valley,,Morpeth Street,1 1 1 818005
5064310,Maclean Public School,Complex / Group,Education,1,Basic,1,6,12785,3946,North Coast,1.87839,Bundjalung,Maclean,Woodford Street Maclean 2463,Clarence Valley,,Woodford Street,1 1 1 123414
5064311,Ulmarra Public School,Complex / Group,Education,1,Basic,1,6,11711,3303,North Coast,1.512,Gumbainggar,Ulmarra,14 Pacific Highway Ulmarra 2462,Clarence Valley,14,Pacific Highway,1 10 1 1031995
5064314,"Cobar Public School - Buildings B00D, B00E and B00O (Residence)",Built,,1,Basic,1,5,10794,1578,Far West,0.4262,Ngiyampaa,Cobar,6-10 Blakey Street Cobar 2835,Cobar,6-Oct,Blakey Street,1 A 1 32924
5064315,Coffs Harbour State High School - Building B00A,Built,,1,Basic,1,5,13028,8109,North Coast,3.329266,Gumbainggar,Coffs Harbour,336 Harbour Drive Coffs Harbour 2450,Coffs Harbour ,336,Harbour Drive,1 1 1 194310
5064316,"Coffs Harbour Public School - Buildings B00B-B00D, B00F, B00G and B00I",Built,,1,Basic,1,5,11653,1584,North Coast,3.4526,Gumbainggar,Coffs Harbour,7 Salamander Street Coffs Harbour 2450,Coffs Harbour ,7,Salamander Street,1 1 1 195773
5064317,Coramba Public School - Buildings B00A and B00F,Built,,1,Basic,1,5,12271,1647,North Coast,0.8094,Gumbainggar,Coramba,6 Short Street Coramba 2450,Coffs Harbour ,6,Short Street,1 54 1 752818
5064318,Sawtell Public School - Buildng B00F,Built,,1,Basic,1,5,11900/11901,3042,North Coast,2.25322,Gumbainggar,Sawtell,32 Eleventh Avenue Sawtell 2452,Coffs Harbour ,32,Eleventh Avenue,1 1 1 183536
5064319,Woolgoolga Public School - Building B00D-B00F and B00G,Built,,1,Basic,1,5,11529,3503,North Coast,1.42676,Gumbainggar,Woolgoolga,1-15 Scarborough Street Woolgoolga 2456,Coffs Harbour ,Jan-15,Scarborough Street,1 1 1 883667
5064320,"Ganmain Public School - Buildings B00A, B00B, B00E, B00F, B00H and Grounds",Built,,1,Basic,1,5,11434,1954,Murray-Murrumbidgee,3.5778,Wiradjuri,Ganmain,23-41 Langham Street Ganmain 2702,Coolamon,23-41,Langham Street,1 192 1 820588
5064321,Marrar Public School - Building B00A,Built,,1,Basic,1,5,11441,2485,Murray-Murrumbidgee,1.053,Wiradjuri,Marrar,9-13 Centenary Drive Marrar 2652,Coolamon,Sep-13,Centenary Drive,1 209 1 820587
5064322,"Matong Public School - Buildings B00A-B00C, B00K and Significant Tree",Built,,1,Basic,1,5,12820,2501,Murray-Murrumbidgee,2.55,Wiradjuri,Matong,Matong Street Matong 2652,Coolamon,,Matong Street,1 1 Section 16 1 758657
5064323,Bredbo Public School - Buildings B00A and B00B,Built,,1,Basic,1,5,12438,1347,South East and Tablelands,1.6295,Ngarigu,Bredbo,Monaro Highway Bredbo 2626,Cooma-Monaro,,Monaro Highway,1 1 1 1196175
5064324,"Cooma Public School - Buildings B00D, B00F, B00H and B00I",Built,,1,Basic,1,5,10304,1628,South East and Tablelands,1.469,Ngarigu,Cooma,Commissioner Street Cooma 2630,Cooma-Monaro,,Commissioner Street,1 1 1 629592
5064326,Jerangle Public School - Landscape,Built,,1,Basic,1,5,13227,2225,South East and Tablelands,0.8114,Ngarigu,Jerangle,2892 Jerangle Road Jerangle 2630,Cooma-Monaro,2892,Jerangle Road,1 78 1 750558
5064327,Michelago Public School - Buildings B00A and B00B,Built,,1,Basic,1,5,10479,2540,South East and Tablelands,0.8094,Ngarigu,Michelago,20 Ryrie Street Michelago 2620,Cooma-Monaro,20,Ryrie Street,1 1 1 918110
5064328,Nimmitabel Public School - Buildings B00A-B00C,Built,,1,Basic,1,5,10538,2752,South East and Tablelands,2.1603,Ngarigu,Nimmitabel,Wolfe Street Nimmitabel 2631,Cooma-Monaro,,Wolfe Street,1 214 and 215 1 729073
5064335,Numeralla Public School - Building B00A and Residence,Built,,1,Basic,1,5,11224,2778,South East and Tablelands,4.0135,Ngarigu,Numeralla,7-9 Umeralla Street Numeralla 2630,Cooma-Monaro,7-Sep,Umeralla Street,1 1 Section 11 1 758797
5064336,Cooma Public School,Complex / Group,Education,1,Basic,1,6,10304,1628,South East and Tablelands,1.469,Ngarigu,Cooma,Commissioner Street Cooma 2630,Cooma-Monaro,,Commissioner Street,1 1 1 629592
5064337,"Cootamundra Public School - Buildings B00A, B00B, B00B1 and B00B2",Built,,1,Basic,1,5,12269,1636,Murray-Murrumbidgee,1.57072,Wiradjuri,Cootamundra,Cooper Street Cootamundra 2590,Cootamundra,,Cooper Street,1 1 1 1123759
5064338,"Stockinbingal Public School - Buildings B00A, B00B and B00D",Built,,1,Basic,1,5,12432,3109,Murray-Murrumbidgee,0.85156,Wiradjuri,Stockinbingal,Dudauman Street Stockinbingal 2725,Cootamundra,,Dudauman Street,1 284 1 821011
5064339,"Wallendbeen Public School - Buildings B00A, B00B and B00E, Residence and Bell",Built,,1,Basic,1,5,12017,3353,Murray-Murrumbidgee,1.699,Wiradjuri,Wallendbeen,7-15 King Street Wallendbeen 2588,Cootamundra,Jul-15,King Street,1 101 and 102 1 1182704
5064340,Cootamundra Public School,Complex / Group,Education,1,Basic,1,6,12269,1636,Murray-Murrumbidgee,1.57072,Wiradjuri,Cootamundra,Cooper Street Cootamundra 2590,Cootamundra,,Cooper Street,1 1 1 1123759
5064341,Howlong Public School - Building B00F,Built,,1,Basic,1,5,11013,2186,Murray-Murrumbidgee,0.6069,Wiradjuri,Howlong,121-135 Hawkins Street Howlong 2643,Corowa,121-135,Hawkins Street,1 1-2 Section 49 1 758528
5064342,Ballimore Public School - Buildings B00A and B00B,Built,,1,Basic,1,5,10100,1111,Central West and Orana,2.071,Wiradjuri,Ballimore,22 Bomen Street Ballimore 2830,Dubbo,22,Bomen Street,1 1 Section 9 1 758046
5064343,Dubbo Public School - Building B00K and Landscape,Built,,1,Basic,1,5,13033,1775,Central West and Orana,0.2039,Wiradjuri,Dubbo,179 Darling Street Dubbo 2830,Dubbo,179,Darling Street,1 12 Section 10 1 758361
5064344,"Dubbo Public School - Buildings B00A, B00D and B00F",Built,,1,Basic,1,5,13033,1775,Central West and Orana,0.645,Wiradjuri,Dubbo,181 Darling Street Dubbo 2830,Dubbo,181,Darling Street,1 1 1 724331
5064345,Wambangalang Environmental Education Centre - Buildings B00A-B00D,Built,,1,Basic,1,5,11813,5681,Central West and Orana,3.844,Wiradjuri,Toongi,Obley Road Toongi 2830,Dubbo,,Obley Road,1 60 1 753247
5064346,"Wongarbon Public School - Buildings B00A, B00E, B00F and B00H and Memorial",Built,,1,Basic,1,5,10811,3487,Central West and Orana,0.2023,Wiradjuri,Wongarbon,28 Railway Street Wongarbon 2831,Dubbo,28,Railway Street,1 8 Section 30 1 759109
5064347,Clarence Town Public School - Buildings B00A and B00B,Built,,1,Basic,1,5,12243,1564,Hunter,0.4046,Gaddhang,Clarence Town,82 Queen Street Clarence Town 2321,Dungog,82,Queen Street,1 10-11 Section 20 1 758250
5064348,Dungog Public School - Buildings B00B-B00D and B00K,Built,,1,Basic,1,5,12483/14573,1792,Hunter,1.42222,Gaddhang,Dungog,7-17 Chapman Street Dungog 2420,Dungog,Jul-17,Chapman Street,1 2 1 1145339
5064350,Glen William Public School - Significant Trees,Built,,1,Basic,1,5,11769,2020,Hunter,0.8115,Gaddhang,Glen William,717 Glen William Road Glen William 2321,Dungog,717,Glen William Road,1 1 1 195134
5064351,Gresford Public School - Buildings B00A and B00E,Built,,1,Basic,1,5,12687,2083,Hunter,1.126,Gaddhang,Gresford,151 Durham Road Gresford 2311,Dungog,151,Durham Road,1 1 1 630397
5064352,Dungog Public School - North,Complex / Group,Education,1,Basic,1,6,12483,1792,Hunter,0.324,Gaddhang,Dungog,7-17 Chapman Street Dungog 2420,Dungog,Jul-17,Chapman Street,2 2 1 834489
5064353,Dungog Public School - South,Complex / Group,Education,1,Basic,1,6,12483,1792,Hunter,0.6819,Gaddhang,Dungog,7-17 Chapman Street Dungog 2420,Dungog,Jul-17,Chapman Street,1 3 1 834489
5064354,Dungog Public School - Playing Fields,Complex / Group,Education,1,Basic,1,6,14573,1792,Hunter,0.47734,Gaddhang,Dungog,8 Chapman Street Dungog 2420,Dungog,8,Chapman Street,1 2 1 1145339
5064355,Paterson Public School - Residence,Complex / Group,Education,1,Basic,1,6,7972,2844,Hunter,0.8092,Gaddhang,Paterson,4 Church Street Paterson 2421,Dungog,4,Church Street,1 1-3 Section 6 1 758830
5064356,Bodalla Public School - Former - Buildings B00G and B00H,Built,,1,Basic,1,5,12431,577,South East and Tablelands,2.02,Dhurga,Bodalla,7 Eurobodalla Road Bodalla 2545,Eurobodalla,7,Eurobodalla Road,1 1 1 1102819
5064357,"Central Tilba Public School - Buildings B00A, B00B and B00D",Built,,1,Basic,1,5,11991,3214,South East and Tablelands,0.8094,Dhurga,Central Tilba,89 Corkhill Drive Central Tilba 2546,Eurobodalla,89,Corkhill Drive,1 1 1 795357
5064358,Mogo Public School - Buildings B00A and B00B,Built,,1,Basic,1,5,11444,2586,South East and Tablelands,0.8094,Dhurga,Mogo,64-72 Sydney Road Mogo 2536,Eurobodalla,64-72,Sydney Road,1 63 1 755902
5064359,Moruya Public School - Buildings B00A-B00C and B00J,Built,,1,Basic,1,5,12533,2628,South East and Tablelands,2.387,Dhurga,Moruya,16 Evans Street Moruya 2537,Eurobodalla,16,Evans Street,1 1 1 1228804
5064360,Narooma Public School - Building B00B,Built,,1,Basic,1,5,11455,2758,South East and Tablelands,0.283,Dhurga,Narooma,19 Montague Street Narooma 2546,Eurobodalla,19,Montague Street,1 915 1 821650
5064361,Narooma Public School - Building B00F,Built,,1,Basic,1,5,11455,2758,South East and Tablelands,1.336,Dhurga,Narooma,11 Montague Street Narooma 2546,Eurobodalla,11,Montague Street,1 1 Section 12 1 758754
5064362,"Bossley Park Public School - Buildings B00E, B00K and B00L",Built,,1,Basic,1,5,13025,1321,Metro South West,2.023,Eora,Bossley Park,68 Bossley Road Bossley Park 2176,Fairfield,68,Bossley Road,1 34 1 1802
5064363,Cabramatta Public School - Building B00D,Built,,1,Basic,1,5,12064,1472,Metro South West,0.8083,Eora,Cabramatta,72 Cabramatta Road Cabramatta 2166,Fairfield,72,Cabramatta Road,1 1 1 724949
5064364,Fairfield Public School - Buildings B002 and B009,Built,,1,Basic,1,5,12512,1895,Metro South West,2.30262,Eora,Fairfield,68-82 Smart Street Fairfield 2165,Fairfield,68-82,Smart Street,1 1 1 782168
5064365,Canley Vale Tutorial Centre - Building B00S,Built,,1,Basic,1,5,10266,728,Metro South West,0.454,Dharug,Canley Vale,94 Canley Vale Road Canley Vale 2166,Fairfield,94,Canley Vale Road,1 2 1 969
5066541,Fairvale High School - Building B00G,Built,,0,Basic,3,6,11993,8456,Metro West,5.392,Eora,Fairfield West,1 Thorney Road Fairfield West 2165,Fairfield,1,Thorney Road,1 10 1 502048
5064366,"Tooraweenah Public School - Buildings B00A, B00C, B00D, B00H and B00J",Built,,1,Basic,1,5,12879,3242,Central West and Orana,0.4047,Wiradjuri,Tooraweenah,410 John Renshaw Parkway Tooraweenah 2831,Gilgandra,410,John Renshaw Parkway,1 4 1 753401
5064367,Deepwater Public School - Building B00K,Built,,1,Basic,1,5,12469,1742,New England-North West,0.8644,Gumbainggar,Deepwater,15-25 Young Street Deepwater 2371,Glen Innes Severn,15-25,Young Street,1 226 1 820563
5064369,"Glen Innes Public School - Buildings B00A, B00B, B00G-B00J",Built,,1,Basic,1,5,12713,2005,New England-North West,1.416,Gumbainggar,Glen Innes,170 Church Street Glen Innes 2370,Glen Innes Severn,170,Church Street,1 62 1 753282
5064370,Glen Innes Public School - Building B00D,Built,,1,Basic,1,5,12713,2005,New England-North West,1.416,Gumbainggar,Glen Innes,170 Church Street Glen Innes 2370,Glen Innes Severn,170,Church Street,1 62 1 753282
5064371,Glen Innes Public School - Building B00C,Built,,1,Basic,1,5,12713,2005,New England-North West,0.3693,Gumbainggar,Glen Innes,170 Church Street Glen Innes 2370,Glen Innes Severn,170,Church Street,1 2 1 194468
5064372,Glen Innes West Public School - Building B00A,Built,,1,Basic,1,5,12714,5116,New England-North West,1.3706,Gumbainggar,Glen Innes,33 Coronation Avenue Glen Innes 2370,Glen Innes Severn,33,Coronation Avenue,1 13-20 Section 80 1 758447
5064373,"Glen Innes High School - Buildings B00A-B00F, Landscape and War Memorial",Built,,1,Basic,1,5,11897,8114,New England-North West,1.881,Gumbainggar,Glen Innes,21 Edward Street Glen Innes 2370,Glen Innes Severn,21,Edward Street,1 275 1 753282
5064374,Barrington Public School - Building B00A,Built,,1,Basic,1,5,10173,1143,Hunter,0.8096,Birpai,Barrington,Kenmore Street Barrington 2422,Gloucester,,Kenmore Street,1 1 1 798982
5064375,Gloucester Public School - Building B00B,Built,,1,Basic,1,5,10388,7303,Hunter,1.671,Birpai,Gloucester,Elliot Street Gloucester 2422,Gloucester,,Elliot Street,1 1 1 808374
5064376,Woodport Public School - Buildings B00C and B00E,Built,,1,Basic,1,5,12507,1857,Central Coast,1.482,Guringai,Erina,144 The Entrance Road Erina 2250,Gosford,144,The Entrance Road,1 1 1 123747
5064377,Erina Heights Public School - Building B00C,Built,,1,Basic,1,5,10368,1856,Central Coast,2.043,Guringai,Erina Heights,2 Serpentine Road Erina Heights 2260,Gosford,2,Serpentine Road,1 21 1 1027214
5064378,Girrakool School - Curtilage,Built,,1,Basic,1,5,12947,5456,Central Coast,,Guringai,Kariong,3 Central Coast Highway Kariong 2250,Gosford,3,Central Coast Highway,1 521 1 1017539
