School_code,AgeID,SchoolName,Street,Town_suburb,Postcode,Latitude,Longitude
4601,56175,Aldavilla Public School,Sherwood Rd,Yarravel,2440,-31.055771,152.786972
4602,54673,William Bayldon Public School,Lyons Rd,Sawtell ,2452,-30.363714,153.080348
4606,54691,Mullaway Public School,Old Pacific Hwy,Mullaway ,2456,-30.077958,153.190183
3126,49516,Stroud Road Public School,Bucketts Way,Stroud Road ,2415,-32.347986,151.932369
3167,49554,Taree Public School,Albert St,Taree ,2430,-31.910904,152.462158
3175,49206,Tea Gardens Public School,25 Witt St,TEA GARDENS,2324,-32.667785,152.157991
4632,57209,Bogangar Public School,Coast Rd,Bogangar ,2488,-28.338166,153.572189
4643,64012,North East Public School of Distance Education,School St,Port Macquarie ,2444,-31.42989577,152.91306188457162
3176,49635,Telegraph Point Public School,Pacific Hwy,Telegraph Point ,2441,-31.334143,152.793129
5238,49717,Westlawn Public School,North St,Grafton ,2460,-29.670687,152.929873
3189,49921,Terranora Public School,650 Terranora Rd,Terranora ,2486,-28.240248,153.499272
5689,56296,Wilson Park School,230 Wyrallah Rd,EAST LISMORE,2480,-28.831923,153.293313
3219,49556,Tinonee Public School,2 Manchester St,TINONEE,2430,-31.932855,152.413577
7303,49525,Gloucester Public School,51 Hume St,Gloucester ,2422,-32.010211,151.961099
3236,56217,Main Arm Upper Public School,1129 Main Arm Rd,Upper Main Arm,2482,-28.498479,153.41241
3255,49843,Tregeagle Public School,808 Tregeagle Road,TREGEAGLE,2480,-28.854095,153.354412
8109,86655,Coffs Harbour High School,Cnr Edinburgh & Nile Streets,Coffs Harbour,2450,-30.305319,153.135846
3263,49722,Tucabia Public School,Mookin St,Tucabia ,2462,-29.666698,153.106575
3277,49930,Tumbulgum Public School,Fawcett St,Tumbulgum ,2490,-28.273997,153.463358
3290,49922,Tweed Heads Public School,Stuart Street,Tweed Heads,2485,-28.16951,153.541571
8129,49916,Murwillumbah High School,94 N Arm Rd,Murwillumbah ,2484,-28.336032,153.391648
8140,46430,Taree High School,Albert St,Taree ,2430,-31.909866,152.46386
8154,49731,Casino High School,Queensland Rd,Casino ,2470,-28.845167,153.0437
8162,49649,Macksville High School,40 Boundary St,Macksville,2447,-30.714945,152.91701
3293,49919,Tyalgum Public School,Coolman St,Tyalgum ,2484,-28.354475,153.204978
3298,49920,Uki Public School,1463 Kyogle Road,UKI,2484,-28.415027,153.334263
3303,57495,Ulmarra Public School,2476 Big River Way,Ulmarra,2462,-29.629006,153.030932
3304,49667,Ulong Public School,Hutchison St,Ulong ,2450,-30.243019,152.884857
8214,9834,"The Rivers Secondary College, Richmond River High Campus",1 Military Rd East Lismore NSW 2480,,2480,-28.820846,153.296953
8258,46362,Bellingen High School,1125 Waterfall Way,Bellingen ,2454,-30.455123,152.908442
8280,56625,Camden Haven High School,Valley View Rd,Laurieton ,2443,-31.639394,152.73608
8282,56648,Banora Point High School,Eucalyptus Drive,Banora Point ,2486,-28.215457,153.525324
8289,18072,Great Lakes College Tuncurry Campus,Northern Parkway,Tuncurry,2428,-32.16115166,152.4952945
3316,49759,Urbenville Public School,Welch & Urben Sts,Urbenville ,2475,-28.47348,152.545565
3318,57496,Urunga Public School,Bonville St,Urunga,2455,-30.495206,153.020428
3404,49647,Wauchope Public School,Waugh St,Wauchope ,2446,-31.455935,152.729534
8371,49524,Gloucester High School,Ravenshaw St,Gloucester ,2422,-32.016661,151.959556
3439,49758,Wiangaree Public School,Kunghur Street,WIANGAREE,2474,-28.511356,152.965535
3475,49852,Wollongbar Public School,Simpson Ave,Wollongbar ,2477,-28.82699,153.420113
8414,49545,Chatham High School,St Vincents & Davis Sts,Taree ,2430,-31.89577,152.480875
8453,49671,Dorrigo High School,Waterfall Way,Dorrigo ,2453,-30.339222,152.705492
3490,49748,Woodburn Public School,Woodburn St,Woodburn ,2472,-29.07539,153.339292
8520,9808,"The Rivers Secondary College, Kadina High Campus",Kadina St,Goonellabah ,2480,-28.81788,153.33864
8527,49670,Toormina High School,Armstrong Drive,Toormina ,2452,-30.351016,153.084399
8534,6432,Great Lakes College Forster Campus,2 Cape Hawke Drive,Forster ,2428,-32.215652,152.52788
8548,49682,Woolgoolga High School,Centenary Drive,Woolgoolga ,2456,-30.100448,153.190225
3491,46446,Woodenbong Central School,Unumgar St,Woodenbong ,2476,-28.389728,152.610148
3503,49681,Woolgoolga Public School,Scarborough St,Woolgoolga ,2456,-30.112673,153.196501
3529,44919,Wyrallah Public School,Breckenridge St,Wyrallah ,2480,-28.890407,153.305718
3533,49729,Yamba Public School,39 Angourie Road,YAMBA,2464,-29.439524,153.353157
8579,55392,Kingscliff High School,33 Oxford St,Kingscliff ,2487,-28.266568,153.570474
3578,49929,Pottsville Beach Public School,Tweed Coast Rd,Pottsville ,2489,-28.377625,153.567798
3643,49634,Stuarts Point Public School,Banksia Rd,Stuarts Point ,2441,-30.818842,152.993686
3760,58121,Upper Coopers Creek Public School,Upper Coopers Creek Rd,Upper Coopers Creek ,2480,-28.607149,153.401937
1058,49376,Drummond Memorial Public School,250 Rusden Street,ARMIDALE,2350,-30.511469,151.650715
1066,49412,Ashford Central School,Albury St,Ashford ,2361,-29.321262,151.094638
1071,49369,Attunga Public School,Railway St,Attunga ,2345,-30.930445,150.846575
3856,49902,Wyrallah Road Public School,152 Nielson St,Lismore ,2480,-28.830301,153.293261
3946,49727,Maclean Public School,Woodford St,Maclean,2463,-29.457217,153.201309
4085,44407,Lismore Heights Public School,195 High St,Lismore Heights ,2480,-28.806982,153.300641
4101,49915,Murwillumbah East Public School,Charles St,Murwillumbah ,2484,-28.320856,153.405267
4111,49924,Tweed Heads South Public School,Heffron St,Tweed Heads South ,2486,-28.195346,153.539048
1198,49374,Ben Venue Public School,Erskine St,Armidale ,2350,-30.502884,151.67462
4177,49776,Albert Park Public School,344 Keen Street,East Lismore ,2480,-28.821563,153.272498
2799,49552,Old Bar Public School,22 David St,OLD BAR,2430,-31.972339,152.588536
1252,49362,Blackville Public School,O'Neile St,Blackville ,2343,-31.64044,150.237489
2829,49716,Palmers Island Public School,Maclean-Yamba Rd,Palmers Island,2463,-29.419567,153.28822
2899,49641,Port Macquarie Public School,Grant St,Port Macquarie ,2444,-31.429869,152.913872
1296,56154,Bonshaw Public School,Texas St,Bonshaw ,2361,-29.046366,151.278092
2931,49677,Raleigh Public School,12 NORTH STREET,RALEIGH,2454,-30.450064,153.012586
2937,49742,Rappville Public School,Lyons Street,RAPPVILLE,2469,-29.085815,152.95533
2980,49849,Whian Whian Public School,Whian Whian Rd,Whian Whian ,2480,-28.638212,153.314317
1520,49344,Carroll Public School,David St,Carroll ,2340,-30.986074,150.447096
1547,49375,Chandler Public School,Grafton Rd,Wollomombi,2350,-30.518553,152.053551
2985,49633,Rollands Plains Upper Public School,719 Upper Rollands Plains Rd,Rollands Plains ,2441,-31.239302,152.631805
2987,56267,Rosebank Public School,Lismore-Mullumbimby Rd,Rosebank ,2480,-28.678336,153.388262
4607,54671,Centaur Public School,Eucalyptus Drive,Banora Point ,2486,-28.215705,153.526762
1742,49423,Deepwater Public School,Young St,Deepwater ,2371,-29.442908,151.848086
4611,55385,Hallidays Point Public School,300 Diamond Beach Road,DIAMOND BEACH,2430,-32.041385,152.537553
1793,49345,Dungowan Public School,137 Olgunbil Road,Dungowan,2340,-31.220126,151.13269
1802,49368,Duri Public School,Dungowan Rd,Duri ,2344,-31.221359,150.829939
1814,49674,Ebor Public School,Waterfall Way,Ebor,2453,-30.403293,152.349882
1838,49424,Emmaville Central School,Park Rd,Emmaville ,2371,-29.446152,151.601669
1894,49488,Fairfax Public School,Maules Creek,Maules Creek,2382,-30.493351,150.131265
4617,55393,Tacking Point Public School,Bangalay Drive,Port Macquarie ,2444,-31.472138,152.926418
1978,49399,Gilgai Public School,Woodford Pl,Gilgai ,2360,-29.852694,151.115555
2005,49420,Glen Innes Public School,Church St,Glen Innes ,2370,-29.735142,151.740989
2068,49503,Gravesend Public School,Gwydir St,Gravesend ,2401,-29.585367,150.332417
5166,49733,Casino West Public School,Hotham St,Casino ,2470,-28.85478,153.036779
5573,57879,Caldera School,37 Corporation Circuit,TWEED HEADS SOUTH,2486,-28.207696,153.538777
5763,63775,Coffs Harbour Learning Centre,Linden Avenue,BOAMBEE EAST,2452,-30.347588,153.071794
2209,49407,Inverell Public School,Henderson St,Inverell ,2360,-29.773135,151.123016
7314,49544,Wingham Public School,157 MURRAY ROAD,WINGHAM,2429,-31.863383,152.350225
2273,49377,Kellys Plains Public School,45-47 Kelly's Plains School Rd,Armidale,2350,-30.571911,151.636504
7316,49672,Dorrigo Public School,Hickory St,Dorrigo ,2453,-30.343091,152.71033
2310,49393,Kingstown Public School,4301 Kingstown Road,KINGSTOWN,2358,-30.506681,151.116405
8117,49711,Grafton High School,97 Mary Street,GRAFTON,2460,-29.682105,152.932509
8123,46364,Kempsey High School,Broughton St,Kempsey ,2440,-31.06806,152.824202
8124,49814,"The Rivers Secondary College, Lismore High Campus",Dalley St,Lismore ,2480,-28.820823,153.297294
2618,49501,Moree Public School,Albert St,Moree ,2400,-29.466194,149.837564
2660,49479,Mullaley Public School,Nombi St,Mullaley,2379,-31.098657,149.906668
2675,46408,Mungindi Central School,Wirrah Street,MUNGINDI,2406,-28.9802,148.99085
2708,49494,Narrabri Public School,Barwan St,Narrabri ,2390,-30.324942,149.785252
8173,46365,Wauchope High School,Nelson St,Wauchope ,2446,-31.450894,152.731158
8189,49754,Kyogle High School,Summerland Way,Kyogle ,2474,-28.625772,153.001529
2748,49387,Niangala Public School,Foster Street,Niangala ,2354,-31.298041,151.408619
2765,49511,North Star Public School,Edward St,North Star ,2408,-28.926653,150.392891
2781,46438,Nundle Public School,93-97 Jenkins Street,Nundle ,2340,-31.459684,151.127429
8193,49905,Mullumbimby High School,9 Jubilee Ave,Mullumbimby ,2482,-28.558569,153.494604
2870,49493,Pilliga Public School,Dangar St,Pilliga ,2388,-30.352248,148.889152
2900,49485,Premer Public School,Ellerslie St,Premer ,2381,-31.453553,149.900481
8195,49764,Ballina Coast High School,57 Cherry Street,BALLINA,2478,-28.866603,153.565058
8362,49726,Maclean High School,11 Woombah St,Maclean ,2463,-29.46644,153.20149
8364,49640,"Hastings Secondary College, Port Macquarie Campus",Owen & Burrawan Sts,Port Macquarie ,2444,-31.433295,152.92069
3079,49352,Somerton Public School,Milkmaid St,Somerton ,2340,-30.938432,150.641556
8370,46475,Tweed River High School,4-10 Heffron Street,TWEED HEADS SOUTH,2486,-28.195651,153.541012
8391,49543,Wingham High School,9 Rowley St,Wingham ,2429,-31.867397,152.382261
3157,49354,Tamworth Public School,Napier St,Tamworth ,2340,-31.084712,150.935305
8406,46444,South Grafton High School,Tyson St,South Grafton ,2460,-29.714229,152.929362
3182,49428,The Sir Henry Parkes Memorial Public School,75-79 Wood Street,TENTERFIELD,2372,-29.056081,152.026106
8469,49662,Orara High School,Joyce St,Coffs Harbour ,2450,-30.282811,153.112879
3221,49384,Tintinhull Public School,85 Tintinhull Road,Kootingal ,2352,-31.085665,151.008427
3239,49513,Toomelah Public School,off Old Bruxner Hwy,Boggabilla ,2409,-28.670903,150.478952
8554,15117,"Hastings Secondary College, Westport Campus",Findlay Ave,Port Macquarie,2444,-31.435345,152.895386
8566,49625,Melville High School,Nicholson St,Kempsey ,2440,-31.09002,152.825104
3345,49367,Wallabadah Public School,28 Martyn Street,Wallabadah,2343,-31.541044,150.828256
8577,56182,Byron Bay High School,2 Arakwal Court,Byron Bay,2481,-28.667572,153.616057
8578,54740,Alstonville High School,Cawley Close,Alstonville ,2477,-28.838812,153.433756
8595,54693,Nambucca Heads High School,Centenary Drive,Nambucca Heads,2448,-30.640826,152.984614
1016,49357,Timbumburi Public School,542 Kia Ora Lane,Timbumburi ,2340,-31.203781,150.915629
3451,49343,Willow Tree Public School,2-4 Merriwa Road,WILLOW TREE,2339,-31.656802,150.729034
1057,49372,Armidale City Public School,Faulkner St,Armidale ,2350,-30.519501,151.664056
3506,49359,Woolomin Public School,Tamworth-Nundle Rd,Woolomin ,2340,-31.30177,151.14807
1098,49413,Bald Blair Public School,2132 Greenhills Road,GUYRA,2365,-30.229893,151.785056
1140,49371,Barraba Central School,29 Gotha Street,BARRABA,2347,-30.38239,150.599478
3580,49492,Rowena Public School,Shaw St,Rowena ,2387,-29.81393,148.91249
3690,49350,Oxley Vale Public School,Manilla Rd,Tamworth,2340,-31.058786,150.89498
3717,49517,Croppa Creek Public School,Apsley Cres,Croppa Creek ,2411,-29.125234,150.309397
3864,49395,Uralla Central School,24 Park St,Uralla ,2358,-30.641511,151.494437
3882,49355,Tamworth South Public School,Petra Ave,Tamworth ,2340,-31.105062,150.911701
1175,49496,Bellata Public School,Gurley St,Bellata ,2397,-29.918659,149.796216
4018,49482,Gunnedah South Public School,Winder Place,Gunnedah ,2380,-30.991999,150.250486
1191,49380,Bendemeer Public School,Charles St,Bendemeer ,2355,-30.886984,151.150991
4225,49502,Tulloona Public School,Limebon Road,Tulloona,2400,-28.868872,150.1013
4228,49498,Bullarah Public School,6915 Gwydir Highway,BULLARAH,2400,-29.470905,149.228908
4262,49499,Mallawa Public School,Mallawa Road,MOREE,2400,-29.645473,149.439183
4437,49347,Hillvue Public School,Hillvue Rd,Tamworth ,2340,-31.114449,150.9007
4478,48750,Newling Public School,80 Chapel St,Armidale ,2350,-30.522917,151.677158
4556,56239,Wytaliba Public School,Old Grafton Rd,Glen Innes ,2370,-29.691603,152.110359
5569,56172,Bullimbal School,18-36 Degance Street,SOUTH TAMWORTH,2340,-31.10651,150.9197
5580,57885,Parry School,18 Degance St,Tamworth,2340,-31.10651,150.9211
1196,49414,Ben Lomond Public School,Inn Rd,Ben Lomond ,2365,-30.017024,151.661287
1234,49506,Bingara Central School,Finch St,Bingara ,2404,-29.866705,150.56725
5762,63773,Barwon Learning Centre,Carol Ave,Moree,2400,-29.482103,149.842223
1249,49415,Black Mountain Public School,815 Black Mountain Rd,Black Mountain ,2365,-30.308489,151.657688
4404,49664,Narranga Public School,Robin St,Coffs Harbour ,2450,-30.292216,153.10472
4411,49642,Westport Public School,Widderson St,Port Macquarie ,2444,-31.437349,152.893038
8122,56224,Inverell High School,Brae St,Inverell ,2360,-29.765729,151.110782
4421,49718,Gillwinga Public School,Hyde St,South Grafton,2460,-29.724385,152.933824
8170,46409,Narrabri High School,2 Gibbons Street,NARRABRI,2390,-30.335548,149.78267
8174,46410,Quirindi High School,Hill St,Quirindi ,2343,-31.501631,150.680087
8188,49480,Gunnedah High School,Marquis St,Gunnedah,2380,-30.982637,150.248768
8270,56292,Wee Waa High School,105-107 MITCHELL ST,WEE WAA,2388,-30.22268,149.442286
4524,56234,Hastings Public School,85 Yarranabee Road,PORT MACQUARIE,2444,-31.453116,152.9182
8455,49349,Oxley High School,Piper St,NORTH TAMWORTH,2340,-31.077903,150.939078
4533,49538,Tuncurry Public School,22 Tuncurry St,TUNCURRY,2428,-32.171593,152.495134
1275,54959,Boggabilla Central School,South St,Boggabilla ,2409,-28.616586,150.361593
1276,49487,Boggabri Public School,Merton St,Boggabri ,2382,-30.705682,150.043053
1009,50667,Adelong Public School,50 Gilmore Street,ADELONG,2729,-35.312333,148.062802
1017,50441,Albury Public School,481 David St,Albury ,2640,-36.082454,146.919253
1307,49508,Boomi Public School,Werrina Street,Boomi ,2405,-28.724129,149.577268
1415,49397,Bundarra Central School,Bowline Street,BUNDARRA,2359,-30.168353,151.077625
1447,49491,Burren Junction Public School,Alma St,Burren Junction ,2386,-30.102686,148.964703
1115,46377,Balranald Central School,We St,Balranald,2715,-34.635575,143.564769
1589,46403,Collarenebri Central School,High St,COLLARENEBRI,2833,-29.543823,148.578086
1135,50672,Barham Public School,Wakool St,Barham,2732,-35.626915,144.127977
1137,50527,Barmedman Public School,Robertson St,Barmedman ,2668,-34.148277,147.385078
1139,50460,Barooga Public School,Hughes St,Barooga ,3644,-35.912963,145.695985
4557,56274,Sandy Beach Public School,19 SAYE CLOSE,SANDY BEACH,2456,-30.153584,153.186496
1167,50539,Beelbangera Public School,Rankins Springs Rd,Beelbangera ,2680,-34.252836,146.101067
1747,49507,Delungra Public School,Wallangra St,Delungra ,2403,-29.650936,150.830977
1230,50282,Binalong Public School,Dickinson Street,BINALONG,2584,-34.670108,148.625718
1956,49509,Garah Public School,Ashley & Benarba Sts,Garah ,2405,-29.077177,149.634928
1261,50637,Blighty Public School,Blighty School Rd,Blighty ,2713,-35.580094,145.349272
1293,50666,Bongongo Public School,Adjungbilly Rd,Adjungbilly,2727,-35.08463,148.399517
1318,50494,Boree Creek Public School,Lockhart-Morundah Rd,Boree Creek ,2652,-35.105937,146.606338
2100,49403,Gum Flat Public School,958 Copeton Dam Rd,Gum Flat ,2360,-29.779563,150.979221
1363,50451,Brocklesby Public School,65 Main St,Brocklesby,2642,-35.823911,146.677989
2109,49481,Gunnedah Public School,Bloomfield St,Gunnedah ,2380,-30.977491,150.256335
1425,50674,Bunnaloo Public School,Fitzroy St,Bunnaloo,2731,-35.786399,144.597923
1453,50452,Burrumbuttock Public School,Howlong Rd,Burrumbuttock ,2642,-35.837489,146.800049
1499,50506,Uranquinty Public School,Pearson Street,URANQUINTY,2652,-35.188793,147.249486
1606,50622,Conargo Public School,Deniliquin-Wagga Wagga Rd,Conargo ,2710,-35.305269,145.17886
2114,49416,Guyra Central School,Marne Street,GUYRA,2365,-30.222577,151.677369
1636,50291,Cootamundra Public School,Cooper St,Cootamundra,2590,-34.638914,148.026809
1658,50465,Corowa Public School,244 Honour Avenue,Corowa ,2646,-35.992545,146.3949
2223,57437,Jennings Public School,31 Brushabers Road,JENNINGS,4383,-28.927243,151.934357
2286,49386,Kentucky Public School,Noalimba Ave,Kentucky ,2354,-30.759618,151.449162
1736,50619,Darlington Point Public School,2 Hay Road,DARLINGTON POINT,2706,-34.572807,145.993878
1867,51108,Euabalong West Public School,Uabba Street,EUABALONG WEST,2877,-33.05583,146.397128
1883,50516,Eurongilly Public School,1323 Eurongilly Road,EURONGILLY,2663,-34.91017,147.780957
1930,50480,Forest Hill Public School,3450 Sturt Hwy,Forest Hill,2651,-35.147875,147.467
1954,50553,Ganmain Public School,25-41 Langham St,Ganmain,2702,-34.796923,147.040034
1969,50453,Gerogery Public School,Coach Road,GEROGERY,2642,-35.83213,146.998143
2327,49381,Kootingal Public School,Denman Avenue,KOOTINGAL,2352,-31.053487,151.053682
2494,49378,Martins Gully Public School,Bona Vista Rd,Armidale ,2350,-30.523938,151.637256
2087,50543,Griffith Public School,Coolah St,Griffith ,2680,-34.291396,146.036252
2608,49383,Moonbi Public School,New England Hwy,Moonbi ,2353,-31.019752,151.073573
